tienda1,tienda2,distancia,tiempo_mins,costo
Tienda 54,Tienda 74,13,61,371
Tienda 54,Tienda 75,48,8,361
Tienda 54,Tienda 76,84,6,262
Tienda 54,Tienda 77,44,69,304
Tienda 54,Tienda 78,26,48,89
Tienda 54,Tienda 79,11,41,332
Tienda 54,Tienda 80,27,28,216
Tienda 54,Tienda 81,96,53,365
Tienda 54,Tienda 82,21,9,333
Tienda 54,Tienda 83,36,89,251
Tienda 54,Tienda 84,79,69,115
Tienda 54,Tienda 85,76,12,82
Tienda 54,Tienda 86,39,58,418
Tienda 54,Tienda 87,61,94,372
Tienda 54,Tienda 88,63,98,33
Tienda 54,Tienda 89,54,65,95
Tienda 54,Tienda 90,93,41,422
Tienda 54,Tienda 91,36,67,488
Tienda 54,Tienda 92,48,89,336
Tienda 54,Tienda 93,96,93,364
Tienda 54,Tienda 94,42,30,281
Tienda 54,Tienda 95,44,35,461
Tienda 54,Tienda 96,25,38,239
Tienda 54,Tienda 97,98,53,298
Tienda 54,Tienda 98,11,76,498
Tienda 54,Tienda 99,78,18,11
Tienda 55,Tienda 0,83,10,207
Tienda 55,Tienda 1,78,96,148
Tienda 55,Tienda 2,43,84,111
Tienda 55,Tienda 3,77,59,204
Tienda 55,Tienda 4,25,75,249
Tienda 55,Tienda 5,54,33,346
Tienda 55,Tienda 6,54,71,243
Tienda 55,Tienda 7,80,9,253
Tienda 55,Tienda 8,50,61,237
Tienda 55,Tienda 9,70,50,34
Tienda 55,Tienda 10,38,17,325
Tienda 55,Tienda 11,32,22,169
Tienda 55,Tienda 12,31,22,486
Tienda 55,Tienda 13,66,81,265
Tienda 55,Tienda 14,55,19,201
Tienda 55,Tienda 15,38,92,212
Tienda 55,Tienda 16,97,18,69
Tienda 55,Tienda 17,43,100,343
Tienda 55,Tienda 18,46,55,159
Tienda 55,Tienda 19,79,28,97
Tienda 55,Tienda 20,98,62,225
Tienda 55,Tienda 21,60,82,309
Tienda 55,Tienda 22,10,47,49
Tienda 55,Tienda 23,63,44,230
Tienda 55,Tienda 24,92,74,404
Tienda 55,Tienda 25,37,16,478
Tienda 55,Tienda 26,37,93,366
Tienda 55,Tienda 27,40,95,499
Tienda 55,Tienda 28,97,15,386
Tienda 55,Tienda 29,73,19,276
Tienda 55,Tienda 30,90,91,338
Tienda 55,Tienda 31,30,79,416
Tienda 55,Tienda 32,34,36,490
Tienda 55,Tienda 33,53,35,255
Tienda 55,Tienda 34,53,65,235
Tienda 55,Tienda 35,17,100,269
Tienda 55,Tienda 36,87,68,110
Tienda 55,Tienda 37,1,34,452
Tienda 55,Tienda 38,75,41,181
Tienda 55,Tienda 39,48,45,303
Tienda 55,Tienda 40,54,74,338
Tienda 55,Tienda 41,25,20,474
Tienda 55,Tienda 42,54,33,291
Tienda 55,Tienda 43,65,28,499
Tienda 55,Tienda 44,88,23,34
Tienda 55,Tienda 45,10,93,172
Tienda 55,Tienda 46,82,67,463
Tienda 55,Tienda 47,49,100,91
Tienda 55,Tienda 48,25,68,23
Tienda 55,Tienda 49,96,17,195
Tienda 55,Tienda 50,28,56,25
Tienda 55,Tienda 51,67,56,320
Tienda 55,Tienda 52,91,52,125
Tienda 55,Tienda 53,3,47,233
Tienda 55,Tienda 54,78,96,418
Tienda 55,Tienda 56,70,35,228
Tienda 55,Tienda 57,56,80,458
Tienda 55,Tienda 58,90,94,299
Tienda 55,Tienda 59,2,11,213
Tienda 55,Tienda 60,77,55,227
Tienda 55,Tienda 61,84,5,416
Tienda 55,Tienda 62,36,26,177
Tienda 55,Tienda 63,84,33,261
Tienda 55,Tienda 64,86,60,315
Tienda 55,Tienda 65,93,78,166
Tienda 55,Tienda 66,17,21,147
Tienda 55,Tienda 67,51,59,304
Tienda 55,Tienda 68,33,44,485
Tienda 55,Tienda 69,100,74,196
Tienda 55,Tienda 70,57,82,424
Tienda 55,Tienda 71,67,54,215
Tienda 55,Tienda 72,26,68,374
Tienda 55,Tienda 73,65,39,472
Tienda 55,Tienda 74,32,35,393
Tienda 55,Tienda 75,33,71,250
Tienda 55,Tienda 76,63,43,93
Tienda 55,Tienda 77,4,79,253
Tienda 55,Tienda 78,81,45,498
Tienda 55,Tienda 79,93,89,194
Tienda 55,Tienda 80,51,67,379
Tienda 55,Tienda 81,77,16,71
Tienda 55,Tienda 82,86,18,291
Tienda 55,Tienda 83,63,47,190
Tienda 55,Tienda 84,53,60,428
Tienda 55,Tienda 85,34,50,199
Tienda 55,Tienda 86,84,3,83
Tienda 55,Tienda 87,57,87,457
Tienda 55,Tienda 88,57,19,440
Tienda 55,Tienda 89,52,84,37
Tienda 55,Tienda 90,53,87,472
Tienda 55,Tienda 91,87,42,18
Tienda 55,Tienda 92,93,45,261
Tienda 55,Tienda 93,29,5,322
Tienda 55,Tienda 94,50,71,438
Tienda 55,Tienda 95,67,20,82
Tienda 55,Tienda 96,64,70,480
Tienda 55,Tienda 97,5,62,194
Tienda 55,Tienda 98,31,67,409
Tienda 55,Tienda 99,15,4,469
Tienda 56,Tienda 0,38,80,266
Tienda 56,Tienda 1,94,89,128
Tienda 56,Tienda 2,76,64,304
Tienda 56,Tienda 3,64,96,81
Tienda 56,Tienda 4,19,24,277
Tienda 56,Tienda 5,26,67,170
Tienda 56,Tienda 6,40,7,124
Tienda 56,Tienda 7,18,31,101
Tienda 56,Tienda 8,95,71,27
Tienda 56,Tienda 9,45,49,329
Tienda 56,Tienda 10,22,67,19
Tienda 56,Tienda 11,74,57,437
Tienda 56,Tienda 12,41,58,402
Tienda 56,Tienda 13,14,9,324
Tienda 56,Tienda 14,34,44,149
Tienda 56,Tienda 15,76,43,257
Tienda 56,Tienda 16,97,7,51
Tienda 56,Tienda 17,8,53,333
Tienda 56,Tienda 18,88,53,338
Tienda 56,Tienda 19,92,39,461
Tienda 56,Tienda 20,16,50,199
Tienda 56,Tienda 21,26,18,206
Tienda 56,Tienda 22,6,13,54
Tienda 56,Tienda 23,71,1,459
Tienda 56,Tienda 24,95,28,59
Tienda 56,Tienda 25,92,12,148
Tienda 56,Tienda 26,99,94,186
Tienda 56,Tienda 27,82,75,292
Tienda 56,Tienda 28,45,65,452
Tienda 56,Tienda 29,50,14,462
Tienda 56,Tienda 30,61,42,252
Tienda 56,Tienda 31,62,80,139
Tienda 56,Tienda 32,34,16,336
Tienda 56,Tienda 33,52,92,441
Tienda 56,Tienda 34,89,52,98
Tienda 56,Tienda 35,49,96,264
Tienda 56,Tienda 36,51,63,162
Tienda 56,Tienda 37,69,68,272
Tienda 56,Tienda 38,16,54,491
Tienda 56,Tienda 39,93,91,241
Tienda 56,Tienda 40,41,83,94
Tienda 56,Tienda 41,68,52,352
Tienda 56,Tienda 42,94,33,443
Tienda 56,Tienda 43,9,75,269
Tienda 56,Tienda 44,66,1,209
Tienda 56,Tienda 45,96,9,200
Tienda 56,Tienda 46,82,84,19
Tienda 56,Tienda 47,58,83,465
Tienda 56,Tienda 48,48,66,131
Tienda 56,Tienda 49,23,47,211
Tienda 56,Tienda 50,12,80,51
Tienda 56,Tienda 51,22,16,380
Tienda 56,Tienda 52,83,23,225
Tienda 56,Tienda 53,44,33,38
Tienda 56,Tienda 54,16,100,291
Tienda 56,Tienda 55,10,60,112
Tienda 56,Tienda 57,8,74,289
Tienda 56,Tienda 58,19,92,103
Tienda 56,Tienda 59,59,60,147
Tienda 56,Tienda 60,93,23,323
Tienda 56,Tienda 61,93,100,119
Tienda 56,Tienda 62,60,28,208
Tienda 56,Tienda 63,33,90,124
Tienda 56,Tienda 64,47,14,31
Tienda 56,Tienda 65,90,88,462
Tienda 56,Tienda 66,9,8,237
Tienda 56,Tienda 67,39,43,242
Tienda 56,Tienda 68,56,87,81
Tienda 56,Tienda 69,34,34,43
Tienda 56,Tienda 70,54,38,114
Tienda 56,Tienda 71,13,83,255
Tienda 56,Tienda 72,67,33,23
Tienda 56,Tienda 73,97,15,56
Tienda 56,Tienda 74,92,63,433
Tienda 56,Tienda 75,85,41,389
Tienda 56,Tienda 76,10,60,278
Tienda 56,Tienda 77,20,31,270
Tienda 56,Tienda 78,25,88,106
Tienda 56,Tienda 79,90,57,34
Tienda 56,Tienda 80,59,8,135
Tienda 56,Tienda 81,14,70,399
Tienda 56,Tienda 82,24,28,459
Tienda 56,Tienda 83,75,75,252
Tienda 56,Tienda 84,87,89,366
Tienda 56,Tienda 85,54,35,301
Tienda 56,Tienda 86,83,67,289
Tienda 56,Tienda 87,11,26,458
Tienda 56,Tienda 88,90,24,455
Tienda 56,Tienda 89,67,23,202
Tienda 56,Tienda 90,8,23,336
Tienda 56,Tienda 91,11,72,379
Tienda 56,Tienda 92,50,62,473
Tienda 56,Tienda 93,28,98,236
Tienda 56,Tienda 94,6,65,295
Tienda 56,Tienda 95,73,17,481
Tienda 56,Tienda 96,36,32,494
Tienda 56,Tienda 97,8,46,198
Tienda 56,Tienda 98,51,32,73
Tienda 56,Tienda 99,22,26,134
Tienda 57,Tienda 0,53,77,467
Tienda 57,Tienda 1,30,82,426
Tienda 57,Tienda 2,42,6,285
Tienda 57,Tienda 3,1,29,406
Tienda 57,Tienda 4,90,99,52
Tienda 57,Tienda 5,58,15,8
Tienda 57,Tienda 6,14,68,437
Tienda 57,Tienda 7,46,12,476
Tienda 57,Tienda 8,33,63,428
Tienda 57,Tienda 9,22,43,247
Tienda 57,Tienda 10,88,28,256
Tienda 57,Tienda 11,18,22,416
Tienda 57,Tienda 12,76,47,271
Tienda 57,Tienda 13,70,82,365
Tienda 57,Tienda 14,84,40,177
Tienda 57,Tienda 15,7,45,384
Tienda 57,Tienda 16,74,36,210
Tienda 57,Tienda 17,58,58,283
Tienda 57,Tienda 18,55,90,216
Tienda 57,Tienda 19,36,44,257
Tienda 57,Tienda 20,8,51,126
Tienda 57,Tienda 21,6,22,218
Tienda 57,Tienda 22,44,95,162
Tienda 57,Tienda 23,90,69,36
Tienda 57,Tienda 24,68,2,398
Tienda 57,Tienda 25,81,95,100
Tienda 57,Tienda 26,11,4,306
Tienda 57,Tienda 27,88,96,153
Tienda 57,Tienda 28,51,88,138
Tienda 57,Tienda 29,33,99,301
Tienda 57,Tienda 30,14,92,57
Tienda 57,Tienda 31,77,1,384
Tienda 57,Tienda 32,12,35,444
Tienda 57,Tienda 33,22,33,211
Tienda 57,Tienda 34,46,65,43
Tienda 57,Tienda 35,59,28,115
Tienda 57,Tienda 36,6,33,194
Tienda 57,Tienda 37,52,19,160
Tienda 57,Tienda 38,91,15,43
Tienda 57,Tienda 39,57,48,88
Tienda 57,Tienda 40,89,30,313
Tienda 57,Tienda 41,99,24,163
Tienda 57,Tienda 42,53,76,366
Tienda 57,Tienda 43,74,39,50
Tienda 57,Tienda 44,5,40,86
Tienda 57,Tienda 45,82,89,444
Tienda 57,Tienda 46,5,75,286
Tienda 57,Tienda 47,88,38,166
Tienda 57,Tienda 48,36,10,433
Tienda 57,Tienda 49,54,100,474
Tienda 57,Tienda 50,20,88,66
Tienda 57,Tienda 51,24,11,476
Tienda 57,Tienda 52,33,35,50
Tienda 57,Tienda 53,20,29,196
Tienda 57,Tienda 54,72,31,484
Tienda 57,Tienda 55,99,26,18
Tienda 57,Tienda 56,16,35,215
Tienda 57,Tienda 58,34,13,130
Tienda 57,Tienda 59,1,51,321
Tienda 57,Tienda 60,90,37,39
Tienda 57,Tienda 61,44,72,75
Tienda 57,Tienda 62,75,78,308
Tienda 57,Tienda 63,55,91,341
Tienda 57,Tienda 64,3,18,223
Tienda 57,Tienda 65,44,96,128
Tienda 57,Tienda 66,85,70,326
Tienda 57,Tienda 67,27,28,438
Tienda 57,Tienda 68,61,2,483
Tienda 57,Tienda 69,8,5,289
Tienda 57,Tienda 70,22,31,91
Tienda 57,Tienda 71,65,67,181
Tienda 57,Tienda 72,40,40,328
Tienda 57,Tienda 73,31,67,38
Tienda 57,Tienda 74,36,55,496
Tienda 57,Tienda 75,61,96,457
Tienda 57,Tienda 76,66,97,209
Tienda 57,Tienda 77,23,67,434
Tienda 57,Tienda 78,87,51,396
Tienda 57,Tienda 79,42,97,10
Tienda 57,Tienda 80,48,64,292
Tienda 57,Tienda 81,70,3,91
Tienda 57,Tienda 82,77,23,126
Tienda 57,Tienda 83,33,46,269
Tienda 57,Tienda 84,28,90,465
Tienda 57,Tienda 85,68,60,391
Tienda 57,Tienda 86,48,23,9
Tienda 57,Tienda 87,35,97,292
Tienda 57,Tienda 88,69,23,216
Tienda 57,Tienda 89,22,96,184
Tienda 57,Tienda 90,48,98,319
Tienda 57,Tienda 91,66,18,400
Tienda 57,Tienda 92,100,51,271
Tienda 57,Tienda 93,17,11,81
Tienda 57,Tienda 94,67,70,161
Tienda 57,Tienda 95,49,59,473
Tienda 57,Tienda 96,65,82,343
Tienda 57,Tienda 97,2,87,36
Tienda 57,Tienda 98,16,90,42
Tienda 57,Tienda 99,17,91,412
Tienda 58,Tienda 0,33,94,162
Tienda 58,Tienda 1,67,53,291
Tienda 58,Tienda 2,76,98,163
Tienda 58,Tienda 3,36,67,5
Tienda 58,Tienda 4,75,27,60
Tienda 58,Tienda 5,94,41,188
Tienda 58,Tienda 6,73,87,305
Tienda 58,Tienda 7,25,61,148
Tienda 58,Tienda 8,48,82,288
Tienda 58,Tienda 9,40,18,137
Tienda 58,Tienda 10,18,5,427
Tienda 58,Tienda 11,72,65,92
Tienda 58,Tienda 12,24,28,218
Tienda 58,Tienda 13,69,50,420
Tienda 58,Tienda 14,23,91,13
Tienda 58,Tienda 15,27,4,164
Tienda 58,Tienda 16,37,43,127
Tienda 58,Tienda 17,45,59,493
Tienda 58,Tienda 18,65,9,369
Tienda 58,Tienda 19,69,31,13
Tienda 58,Tienda 20,98,48,366
Tienda 58,Tienda 21,19,48,391
Tienda 58,Tienda 22,29,15,41
Tienda 58,Tienda 23,1,96,96
Tienda 58,Tienda 24,19,65,481
Tienda 58,Tienda 25,38,36,334
Tienda 58,Tienda 26,66,44,306
Tienda 58,Tienda 27,3,36,209
Tienda 58,Tienda 28,62,26,48
Tienda 58,Tienda 29,8,40,138
Tienda 58,Tienda 30,52,26,416
Tienda 58,Tienda 31,38,61,191
Tienda 58,Tienda 32,86,78,48
Tienda 58,Tienda 33,9,23,34
Tienda 58,Tienda 34,43,13,148
Tienda 58,Tienda 35,39,16,351
Tienda 58,Tienda 36,90,94,302
Tienda 58,Tienda 37,61,48,356
Tienda 58,Tienda 38,65,62,259
Tienda 58,Tienda 39,29,35,105
Tienda 58,Tienda 40,13,97,48
Tienda 58,Tienda 41,30,87,413
Tienda 58,Tienda 42,7,68,477
Tienda 58,Tienda 43,14,60,264
Tienda 58,Tienda 44,17,27,84
Tienda 58,Tienda 45,18,52,286
Tienda 58,Tienda 46,73,77,362
Tienda 58,Tienda 47,97,5,302
Tienda 58,Tienda 48,97,30,294
Tienda 58,Tienda 49,51,44,39
Tienda 58,Tienda 50,2,14,350
Tienda 58,Tienda 51,32,85,184
Tienda 58,Tienda 52,22,11,330
Tienda 58,Tienda 53,84,71,209
Tienda 58,Tienda 54,20,46,286
Tienda 58,Tienda 55,29,44,299
Tienda 58,Tienda 56,77,21,484
Tienda 58,Tienda 57,69,9,229
Tienda 58,Tienda 59,44,29,264
Tienda 58,Tienda 60,75,47,52
Tienda 58,Tienda 61,75,88,293
Tienda 58,Tienda 62,92,7,198
Tienda 58,Tienda 63,58,38,83
Tienda 58,Tienda 64,46,44,233
Tienda 58,Tienda 65,43,14,308
Tienda 58,Tienda 66,52,97,370
Tienda 58,Tienda 67,95,97,331
Tienda 58,Tienda 68,41,40,209
Tienda 58,Tienda 69,30,62,389
Tienda 58,Tienda 70,35,27,67
Tienda 58,Tienda 71,51,76,294
Tienda 58,Tienda 72,50,99,260
Tienda 58,Tienda 73,23,61,78
Tienda 58,Tienda 74,63,81,265
Tienda 58,Tienda 75,60,76,88
Tienda 58,Tienda 76,93,88,111
Tienda 58,Tienda 77,60,71,424
Tienda 58,Tienda 78,4,72,84
Tienda 58,Tienda 79,47,21,458
Tienda 58,Tienda 80,66,25,104
Tienda 58,Tienda 81,29,49,382
Tienda 58,Tienda 82,20,90,130
Tienda 58,Tienda 83,78,22,365
Tienda 58,Tienda 84,67,88,198
Tienda 58,Tienda 85,18,61,231
Tienda 58,Tienda 86,37,52,318
Tienda 58,Tienda 87,93,89,75
Tienda 58,Tienda 88,98,5,364
Tienda 58,Tienda 89,78,24,154
Tienda 58,Tienda 90,12,12,19
Tienda 58,Tienda 91,64,90,78
Tienda 58,Tienda 92,10,73,247
Tienda 58,Tienda 93,65,25,133
Tienda 58,Tienda 94,89,95,125
Tienda 58,Tienda 95,44,68,37
Tienda 58,Tienda 96,86,5,54
Tienda 58,Tienda 97,89,67,295
Tienda 58,Tienda 98,95,5,70
Tienda 58,Tienda 99,35,38,460
Tienda 59,Tienda 0,53,66,328
Tienda 59,Tienda 1,9,77,313
Tienda 59,Tienda 2,12,10,377
Tienda 59,Tienda 3,64,11,194
Tienda 59,Tienda 4,81,97,356
Tienda 59,Tienda 5,59,59,363
Tienda 59,Tienda 6,47,6,338
Tienda 59,Tienda 7,78,73,258
Tienda 59,Tienda 8,89,69,256
Tienda 59,Tienda 9,16,100,490
Tienda 59,Tienda 10,81,40,476
Tienda 59,Tienda 11,87,28,68
Tienda 59,Tienda 12,76,94,257
Tienda 59,Tienda 13,26,82,308
Tienda 59,Tienda 14,29,36,255
Tienda 59,Tienda 15,17,42,268
Tienda 59,Tienda 16,29,17,435
Tienda 59,Tienda 17,40,97,212
Tienda 59,Tienda 18,10,39,139
Tienda 59,Tienda 19,32,58,233
Tienda 59,Tienda 20,6,27,477
Tienda 59,Tienda 21,83,75,175
Tienda 59,Tienda 22,98,68,19
Tienda 59,Tienda 23,6,99,237
Tienda 59,Tienda 24,86,62,379
Tienda 59,Tienda 25,58,80,104
Tienda 59,Tienda 26,29,70,8
Tienda 59,Tienda 27,16,92,380
Tienda 59,Tienda 28,81,96,358
Tienda 59,Tienda 29,62,46,178
Tienda 59,Tienda 30,47,89,228
Tienda 59,Tienda 31,72,65,317
Tienda 59,Tienda 32,2,54,423
Tienda 59,Tienda 33,79,90,190
Tienda 59,Tienda 34,84,35,449
Tienda 59,Tienda 35,71,6,498
Tienda 59,Tienda 36,66,22,482
Tienda 59,Tienda 37,30,91,382
Tienda 59,Tienda 38,22,12,63
Tienda 59,Tienda 39,66,19,467
Tienda 59,Tienda 40,32,69,372
Tienda 59,Tienda 41,99,61,239
Tienda 59,Tienda 42,68,78,188
Tienda 59,Tienda 43,66,6,350
Tienda 59,Tienda 44,88,80,439
Tienda 59,Tienda 45,89,39,438
Tienda 59,Tienda 46,90,4,393
Tienda 59,Tienda 47,42,38,196
Tienda 59,Tienda 48,79,19,277
Tienda 59,Tienda 49,69,100,362
Tienda 59,Tienda 50,43,19,356
Tienda 59,Tienda 51,75,64,250
Tienda 59,Tienda 52,73,7,434
Tienda 59,Tienda 53,84,71,466
Tienda 59,Tienda 54,13,35,264
Tienda 59,Tienda 55,15,74,294
Tienda 59,Tienda 56,34,96,378
Tienda 59,Tienda 57,67,26,230
Tienda 59,Tienda 58,14,54,174
Tienda 59,Tienda 60,10,5,262
Tienda 59,Tienda 61,11,69,63
Tienda 59,Tienda 62,46,74,381
Tienda 59,Tienda 63,52,72,293
Tienda 59,Tienda 64,66,50,63
Tienda 59,Tienda 65,40,4,25
Tienda 59,Tienda 66,44,4,118
Tienda 59,Tienda 67,41,77,416
Tienda 59,Tienda 68,2,29,323
Tienda 59,Tienda 69,78,72,368
Tienda 59,Tienda 70,80,32,239
Tienda 59,Tienda 71,80,24,354
Tienda 59,Tienda 72,41,17,475
Tienda 59,Tienda 73,78,77,109
Tienda 59,Tienda 74,50,68,299
Tienda 59,Tienda 75,32,5,375
Tienda 59,Tienda 76,39,66,489
Tienda 59,Tienda 77,95,1,295
Tienda 59,Tienda 78,87,30,313
Tienda 59,Tienda 79,54,95,478
Tienda 59,Tienda 80,58,48,278
Tienda 59,Tienda 81,51,57,493
Tienda 59,Tienda 82,61,69,46
Tienda 59,Tienda 83,90,95,156
Tienda 59,Tienda 84,8,90,241
Tienda 59,Tienda 85,16,35,499
Tienda 59,Tienda 86,87,60,7
Tienda 59,Tienda 87,82,84,114
Tienda 59,Tienda 88,42,63,499
Tienda 59,Tienda 89,17,32,442
Tienda 59,Tienda 90,44,13,93
Tienda 59,Tienda 91,55,5,303
Tienda 59,Tienda 92,27,33,324
Tienda 59,Tienda 93,51,92,13
Tienda 59,Tienda 94,38,4,100
Tienda 59,Tienda 95,75,81,436
Tienda 59,Tienda 96,97,64,285
Tienda 59,Tienda 97,58,55,131
Tienda 59,Tienda 98,45,71,165
Tienda 59,Tienda 99,60,80,153
Tienda 60,Tienda 0,55,93,281
Tienda 60,Tienda 1,8,67,23
Tienda 60,Tienda 2,30,16,441
Tienda 60,Tienda 3,56,28,276
Tienda 60,Tienda 4,18,91,258
Tienda 60,Tienda 5,60,44,308
Tienda 60,Tienda 6,17,41,335
Tienda 60,Tienda 7,51,11,58
Tienda 60,Tienda 8,41,69,350
Tienda 60,Tienda 9,71,6,138
Tienda 60,Tienda 10,99,1,474
Tienda 60,Tienda 11,4,15,166
Tienda 60,Tienda 12,28,60,397
Tienda 60,Tienda 13,46,62,98
Tienda 60,Tienda 14,47,76,228
Tienda 60,Tienda 15,32,2,146
Tienda 60,Tienda 16,91,3,363
Tienda 60,Tienda 17,42,2,329
Tienda 60,Tienda 18,98,29,374
Tienda 60,Tienda 19,93,27,452
Tienda 60,Tienda 20,75,13,72
Tienda 60,Tienda 21,66,70,485
Tienda 60,Tienda 22,89,15,196
Tienda 60,Tienda 23,75,8,44
Tienda 60,Tienda 24,94,40,494
Tienda 60,Tienda 25,24,70,52
Tienda 60,Tienda 26,36,76,462
Tienda 60,Tienda 27,54,57,142
Tienda 60,Tienda 28,85,69,462
Tienda 60,Tienda 29,45,13,374
Tienda 60,Tienda 30,66,51,214
Tienda 60,Tienda 31,85,5,216
Tienda 60,Tienda 32,20,64,60
Tienda 60,Tienda 33,45,5,259
Tienda 60,Tienda 34,16,78,220
Tienda 60,Tienda 35,84,66,311
Tienda 60,Tienda 36,25,31,187
Tienda 60,Tienda 37,15,69,288
Tienda 60,Tienda 38,73,52,29
Tienda 60,Tienda 39,78,84,40
Tienda 60,Tienda 40,43,78,124
Tienda 60,Tienda 41,51,26,118
Tienda 60,Tienda 42,47,5,298
Tienda 60,Tienda 43,42,52,240
Tienda 60,Tienda 44,10,97,452
Tienda 60,Tienda 45,79,11,126
Tienda 60,Tienda 46,78,46,366
Tienda 60,Tienda 47,46,67,164
Tienda 60,Tienda 48,74,93,209
Tienda 60,Tienda 49,48,16,364
Tienda 60,Tienda 50,32,39,25
Tienda 60,Tienda 51,21,33,134
Tienda 60,Tienda 52,73,28,174
Tienda 60,Tienda 53,34,25,462
Tienda 60,Tienda 54,13,78,399
Tienda 60,Tienda 55,96,34,107
Tienda 60,Tienda 56,77,54,278
Tienda 60,Tienda 57,52,2,109
Tienda 60,Tienda 58,67,76,249
Tienda 60,Tienda 59,17,53,81
Tienda 60,Tienda 61,37,67,350
Tienda 60,Tienda 62,40,64,437
Tienda 60,Tienda 63,18,75,220
Tienda 60,Tienda 64,40,32,484
Tienda 60,Tienda 65,38,16,190
Tienda 60,Tienda 66,63,49,350
Tienda 60,Tienda 67,74,100,302
Tienda 60,Tienda 68,64,70,209
Tienda 60,Tienda 69,50,45,141
Tienda 60,Tienda 70,57,65,119
Tienda 60,Tienda 71,55,18,320
Tienda 60,Tienda 72,55,47,83
Tienda 60,Tienda 73,8,98,202
Tienda 60,Tienda 74,63,15,490
Tienda 60,Tienda 75,69,87,264
Tienda 60,Tienda 76,10,74,495
Tienda 60,Tienda 77,54,32,378
Tienda 60,Tienda 78,10,87,192
Tienda 60,Tienda 79,57,53,22
Tienda 60,Tienda 80,51,22,211
Tienda 60,Tienda 81,28,27,39
Tienda 60,Tienda 82,34,42,462
Tienda 60,Tienda 83,64,34,277
Tienda 60,Tienda 84,12,25,149
Tienda 60,Tienda 85,87,49,454
Tienda 60,Tienda 86,50,20,17
Tienda 60,Tienda 87,15,69,320
Tienda 60,Tienda 88,5,63,239
Tienda 60,Tienda 89,89,1,141
Tienda 60,Tienda 90,34,42,199
Tienda 60,Tienda 91,30,25,197
Tienda 60,Tienda 92,34,4,13
Tienda 60,Tienda 93,52,25,93
Tienda 60,Tienda 94,40,16,431
Tienda 60,Tienda 95,52,89,253
Tienda 60,Tienda 96,21,25,68
Tienda 60,Tienda 97,39,76,57
Tienda 60,Tienda 98,37,34,262
Tienda 60,Tienda 99,54,67,202
Tienda 61,Tienda 0,11,22,342
Tienda 61,Tienda 1,23,40,21
Tienda 61,Tienda 2,18,19,46
Tienda 61,Tienda 3,24,99,173
Tienda 61,Tienda 4,4,25,118
Tienda 61,Tienda 5,65,96,382
Tienda 61,Tienda 6,47,51,295
Tienda 61,Tienda 7,26,60,222
Tienda 61,Tienda 8,7,33,446
Tienda 61,Tienda 9,97,79,275
Tienda 61,Tienda 10,13,79,98
Tienda 61,Tienda 11,25,59,15
Tienda 61,Tienda 12,74,96,434
Tienda 61,Tienda 13,97,45,248
Tienda 61,Tienda 14,36,82,338
Tienda 61,Tienda 15,50,12,476
Tienda 61,Tienda 16,66,46,182
Tienda 61,Tienda 17,43,11,176
Tienda 61,Tienda 18,33,56,5
Tienda 61,Tienda 19,11,67,455
Tienda 61,Tienda 20,72,74,478
Tienda 61,Tienda 21,84,59,224
Tienda 61,Tienda 22,77,83,258
Tienda 61,Tienda 23,53,13,500
Tienda 61,Tienda 24,99,93,399
Tienda 61,Tienda 25,90,17,380
Tienda 61,Tienda 26,76,17,208
Tienda 61,Tienda 27,88,84,282
Tienda 61,Tienda 28,94,28,58
Tienda 61,Tienda 29,1,71,123
Tienda 61,Tienda 30,33,50,481
Tienda 61,Tienda 31,70,46,80
Tienda 61,Tienda 32,91,17,304
Tienda 61,Tienda 33,91,59,202
Tienda 61,Tienda 34,96,64,142
Tienda 61,Tienda 35,8,26,215
Tienda 61,Tienda 36,17,69,404
Tienda 61,Tienda 37,85,92,397
Tienda 61,Tienda 38,53,71,229
Tienda 61,Tienda 39,27,93,237
Tienda 61,Tienda 40,30,83,63
Tienda 61,Tienda 41,55,31,244
Tienda 61,Tienda 42,13,76,175
Tienda 61,Tienda 43,46,39,444
Tienda 61,Tienda 44,52,35,54
Tienda 61,Tienda 45,15,30,417
Tienda 61,Tienda 46,24,70,351
Tienda 61,Tienda 47,33,4,240
Tienda 61,Tienda 48,58,83,87
Tienda 61,Tienda 49,45,67,39
Tienda 61,Tienda 50,60,70,86
Tienda 61,Tienda 51,22,16,436
Tienda 61,Tienda 52,72,94,21
Tienda 61,Tienda 53,59,32,236
Tienda 61,Tienda 54,41,65,325
Tienda 61,Tienda 55,80,25,477
Tienda 61,Tienda 56,33,5,49
Tienda 61,Tienda 57,35,6,125
Tienda 61,Tienda 58,83,88,247
Tienda 61,Tienda 59,33,14,73
Tienda 61,Tienda 60,98,64,226
Tienda 61,Tienda 62,18,31,70
Tienda 61,Tienda 63,90,87,48
Tienda 61,Tienda 64,96,40,270
Tienda 61,Tienda 65,95,61,443
Tienda 61,Tienda 66,10,59,307
Tienda 61,Tienda 67,53,38,258
Tienda 61,Tienda 68,73,30,201
Tienda 61,Tienda 69,1,74,403
Tienda 61,Tienda 70,92,66,123
Tienda 61,Tienda 71,79,66,176
Tienda 61,Tienda 72,12,40,200
Tienda 61,Tienda 73,48,81,266
Tienda 61,Tienda 74,28,91,305
Tienda 61,Tienda 75,12,83,48
Tienda 61,Tienda 76,87,72,14
Tienda 61,Tienda 77,28,44,25
Tienda 61,Tienda 78,16,39,214
