almacen,producto,cantidad,shelfTimePromedioDias,bloque
Almacen 20,Producto 1126,29,26.68,D-1
Almacen 20,Producto 1127,31,3.5,C-3
Almacen 20,Producto 1128,48,17.74,E-4
Almacen 20,Producto 1129,20,17.68,B-4
Almacen 20,Producto 1130,12,28.99,C-7
Almacen 20,Producto 1131,50,7.82,C-2
Almacen 20,Producto 1132,65,22.9,B-2
Almacen 20,Producto 1133,33,22.7,B-5
Almacen 20,Producto 1134,24,6.17,B-1
Almacen 20,Producto 1135,98,27.46,F-7
Almacen 20,Producto 1136,51,26.85,D-7
Almacen 20,Producto 1137,93,29.61,A-4
Almacen 20,Producto 1138,46,21.01,D-4
Almacen 20,Producto 1139,93,5.73,C-1
Almacen 20,Producto 1140,3,25.15,D-8
Almacen 20,Producto 1141,61,18.38,D-5
Almacen 20,Producto 1142,92,21.06,E-8
Almacen 20,Producto 1143,60,21.61,G-1
Almacen 20,Producto 1144,87,2.03,A-4
Almacen 20,Producto 1145,72,24.21,H-5
Almacen 20,Producto 1146,62,21.98,H-2
Almacen 20,Producto 1147,25,7.89,G-5
Almacen 20,Producto 1148,18,26.56,C-3
Almacen 20,Producto 1149,31,8.44,H-2
Almacen 20,Producto 1150,0,4.81,H-7
Almacen 20,Producto 1151,10,13.76,B-5
Almacen 20,Producto 1152,30,17.85,A-7
Almacen 20,Producto 1153,53,28.23,G-6
Almacen 20,Producto 1154,67,20.24,A-8
Almacen 20,Producto 1155,64,2.89,D-4
Almacen 20,Producto 1156,77,27.56,A-4
Almacen 20,Producto 1157,22,7.16,B-4
Almacen 20,Producto 1158,26,14.41,B-5
Almacen 20,Producto 1159,44,21.44,E-4
Almacen 20,Producto 1160,95,13.35,H-7
Almacen 20,Producto 1161,11,18.86,B-2
Almacen 20,Producto 1162,69,29.64,H-3
Almacen 20,Producto 1163,62,8.4,B-4
Almacen 20,Producto 1164,79,13.16,D-1
Almacen 20,Producto 1165,82,8.8,A-5
Almacen 20,Producto 1166,86,28.39,A-4
Almacen 20,Producto 1167,22,20.45,H-1
Almacen 20,Producto 1168,83,14.9,C-1
Almacen 20,Producto 1169,99,16.05,B-4
Almacen 20,Producto 1170,49,18.26,H-5
Almacen 20,Producto 1171,97,21.2,B-5
Almacen 20,Producto 1172,74,19.91,F-3
Almacen 20,Producto 1173,0,13.86,C-4
Almacen 20,Producto 1174,12,9.56,F-3
Almacen 20,Producto 1175,56,6.42,G-4
Almacen 20,Producto 1176,13,17.71,D-7
Almacen 20,Producto 1177,81,20.03,B-3
Almacen 20,Producto 1178,16,18.58,G-4
Almacen 20,Producto 1179,25,25.89,B-3
Almacen 20,Producto 1180,25,26.23,C-2
Almacen 20,Producto 1181,95,2.68,F-4
Almacen 20,Producto 1182,15,22.8,D-5
Almacen 20,Producto 1183,48,6.51,F-4
Almacen 20,Producto 1184,46,9.47,C-1
Almacen 20,Producto 1185,50,27.17,E-6
Almacen 20,Producto 1186,40,24.88,D-7
Almacen 20,Producto 1187,18,25.25,G-7
Almacen 20,Producto 1188,97,6.8,B-4
Almacen 20,Producto 1189,12,16.86,G-5
Almacen 20,Producto 1190,24,25.59,B-4
Almacen 20,Producto 1191,99,24.81,C-1
Almacen 20,Producto 1192,6,18.08,E-3
Almacen 20,Producto 1193,39,10.73,F-1
Almacen 20,Producto 1194,22,19.73,C-4
Almacen 20,Producto 1195,76,6.15,F-1
Almacen 20,Producto 1196,42,5.73,A-1
Almacen 20,Producto 1197,63,15.64,F-7
Almacen 20,Producto 1198,99,23.63,G-6
Almacen 20,Producto 1199,89,3.36,A-7
Almacen 20,Producto 1200,37,17.81,E-1
Almacen 20,Producto 1201,26,1.78,H-7
Almacen 20,Producto 1202,54,15.82,G-2
Almacen 20,Producto 1203,72,7.78,H-7
Almacen 20,Producto 1204,89,14.28,D-6
Almacen 20,Producto 1205,19,18.62,E-4
Almacen 20,Producto 1206,77,15.58,F-4
Almacen 20,Producto 1207,77,23.16,G-1
Almacen 20,Producto 1208,89,13.13,A-1
Almacen 20,Producto 1209,95,13.31,H-3
Almacen 20,Producto 1210,99,5.59,G-6
Almacen 20,Producto 1211,100,19.83,E-5
Almacen 20,Producto 1212,53,7.39,G-7
Almacen 20,Producto 1213,32,15.61,D-4
Almacen 20,Producto 1214,87,21.47,D-7
Almacen 20,Producto 1215,91,24.9,D-5
Almacen 20,Producto 1216,17,10.58,H-3
Almacen 20,Producto 1217,67,18.3,G-4
Almacen 20,Producto 1218,79,22.0,A-3
Almacen 20,Producto 1219,92,24.04,C-2
Almacen 20,Producto 1220,50,16.19,C-8
Almacen 20,Producto 1221,98,26.94,B-4
Almacen 20,Producto 1222,74,2.61,F-8
Almacen 20,Producto 1223,97,13.75,C-8
Almacen 20,Producto 1224,53,27.63,F-5
Almacen 20,Producto 1225,81,1.77,C-5
Almacen 20,Producto 1226,17,18.09,E-6
Almacen 20,Producto 1227,7,3.06,A-3
Almacen 20,Producto 1228,23,14.98,D-4
Almacen 20,Producto 1229,96,3.83,A-4
Almacen 20,Producto 1230,96,9.03,E-1
Almacen 20,Producto 1231,19,8.5,A-1
Almacen 20,Producto 1232,46,18.4,B-5
Almacen 20,Producto 1233,84,17.07,D-5
Almacen 20,Producto 1234,31,10.21,F-4
Almacen 20,Producto 1235,55,5.9,G-5
Almacen 20,Producto 1236,38,5.89,B-4
Almacen 20,Producto 1237,12,8.57,B-4
Almacen 20,Producto 1238,36,25.06,D-6
Almacen 20,Producto 1239,33,2.64,F-5
Almacen 20,Producto 1240,74,24.24,C-8
Almacen 20,Producto 1241,95,9.15,B-2
Almacen 20,Producto 1242,70,4.87,E-3
Almacen 20,Producto 1243,33,9.49,C-3
Almacen 20,Producto 1244,100,6.74,G-1
Almacen 20,Producto 1245,87,26.74,B-6
Almacen 20,Producto 1246,100,18.51,B-7
Almacen 20,Producto 1247,43,23.85,A-1
Almacen 20,Producto 1248,38,2.05,H-1
Almacen 20,Producto 1249,67,7.28,A-3
Almacen 20,Producto 1250,17,10.93,A-1
Almacen 20,Producto 1251,94,22.62,H-3
Almacen 20,Producto 1252,6,24.11,G-2
Almacen 20,Producto 1253,96,2.26,G-5
Almacen 20,Producto 1254,26,11.99,C-2
Almacen 20,Producto 1255,87,8.95,D-3
Almacen 20,Producto 1256,51,3.69,E-2
Almacen 20,Producto 1257,74,26.34,A-5
Almacen 20,Producto 1258,44,18.31,G-5
Almacen 20,Producto 1259,19,23.36,B-1
Almacen 20,Producto 1260,86,23.1,E-3
Almacen 20,Producto 1261,4,22.06,A-7
Almacen 20,Producto 1262,32,28.66,E-4
Almacen 20,Producto 1263,46,18.31,D-3
Almacen 20,Producto 1264,59,5.38,A-6
Almacen 20,Producto 1265,90,27.48,E-3
Almacen 20,Producto 1266,17,23.98,B-2
Almacen 20,Producto 1267,38,25.67,F-7
Almacen 20,Producto 1268,41,11.98,C-2
Almacen 20,Producto 1269,42,15.79,G-8
Almacen 20,Producto 1270,94,16.88,C-2
Almacen 20,Producto 1271,90,27.15,C-2
Almacen 20,Producto 1272,42,29.29,C-2
Almacen 20,Producto 1273,21,5.96,C-8
Almacen 20,Producto 1274,1,14.98,D-1
Almacen 20,Producto 1275,7,8.11,B-1
Almacen 20,Producto 1276,43,25.13,F-3
Almacen 20,Producto 1277,78,13.28,C-5
Almacen 20,Producto 1278,24,11.66,H-2
Almacen 20,Producto 1279,59,17.09,A-3
Almacen 20,Producto 1280,60,12.23,B-3
Almacen 20,Producto 1281,2,12.99,C-3
Almacen 20,Producto 1282,74,10.18,B-6
Almacen 20,Producto 1283,22,10.08,H-5
Almacen 20,Producto 1284,30,1.76,C-4
Almacen 20,Producto 1285,16,15.94,A-4
Almacen 20,Producto 1286,35,3.57,B-1
Almacen 20,Producto 1287,48,28.93,B-8
Almacen 20,Producto 1288,72,25.0,G-2
Almacen 20,Producto 1289,41,27.78,H-1
Almacen 20,Producto 1290,7,26.84,F-1
Almacen 20,Producto 1291,21,11.93,D-7
Almacen 20,Producto 1292,1,27.69,A-6
Almacen 20,Producto 1293,61,5.44,E-2
Almacen 20,Producto 1294,28,25.29,F-4
Almacen 20,Producto 1295,6,7.64,H-5
Almacen 20,Producto 1296,25,5.44,E-2
Almacen 20,Producto 1297,94,11.98,H-5
Almacen 20,Producto 1298,75,6.7,H-7
Almacen 20,Producto 1299,68,6.63,F-6
Almacen 20,Producto 1300,50,8.02,H-8
Almacen 20,Producto 1301,16,27.09,C-5
Almacen 20,Producto 1302,93,25.4,D-8
Almacen 20,Producto 1303,91,11.35,B-2
Almacen 20,Producto 1304,23,28.14,F-7
Almacen 20,Producto 1305,65,10.16,H-2
Almacen 20,Producto 1306,21,21.14,D-5
Almacen 20,Producto 1307,21,11.61,C-5
Almacen 20,Producto 1308,21,5.15,C-6
Almacen 20,Producto 1309,59,14.55,A-8
Almacen 20,Producto 1310,7,7.8,C-2
Almacen 20,Producto 1311,12,22.84,G-3
Almacen 20,Producto 1312,20,25.17,B-8
Almacen 20,Producto 1313,78,3.17,H-4
Almacen 20,Producto 1314,91,23.03,B-2
Almacen 20,Producto 1315,85,21.58,B-4
Almacen 20,Producto 1316,53,25.27,C-3
Almacen 20,Producto 1317,71,5.43,E-8
Almacen 20,Producto 1318,93,3.51,E-6
Almacen 20,Producto 1319,18,17.31,D-8
Almacen 20,Producto 1320,55,10.02,C-4
Almacen 20,Producto 1321,36,7.01,G-6
Almacen 20,Producto 1322,9,22.34,C-3
Almacen 20,Producto 1323,56,19.01,C-1
Almacen 20,Producto 1324,71,3.17,D-6
Almacen 20,Producto 1325,64,16.61,D-8
Almacen 20,Producto 1326,77,11.53,C-6
Almacen 20,Producto 1327,45,19.01,A-4
Almacen 20,Producto 1328,100,12.34,A-5
Almacen 20,Producto 1329,64,8.68,A-2
Almacen 20,Producto 1330,89,29.51,F-3
Almacen 20,Producto 1331,13,20.72,C-6
Almacen 20,Producto 1332,71,25.92,B-4
Almacen 20,Producto 1333,35,17.37,E-4
Almacen 20,Producto 1334,77,26.83,D-6
Almacen 20,Producto 1335,55,8.65,E-7
Almacen 20,Producto 1336,17,8.52,A-2
Almacen 20,Producto 1337,33,10.84,B-1
Almacen 20,Producto 1338,92,6.14,C-7
Almacen 20,Producto 1339,65,11.3,H-2
Almacen 20,Producto 1340,5,19.92,A-6
Almacen 20,Producto 1341,20,5.97,B-6
Almacen 20,Producto 1342,61,26.23,D-7
Almacen 20,Producto 1343,66,16.95,C-7
Almacen 20,Producto 1344,45,3.16,A-5
Almacen 20,Producto 1345,18,2.54,F-8
Almacen 20,Producto 1346,23,4.23,G-1
Almacen 20,Producto 1347,81,4.71,F-3
Almacen 20,Producto 1348,96,5.87,B-4
Almacen 20,Producto 1349,29,29.06,F-8
Almacen 20,Producto 1350,69,22.74,E-3
Almacen 20,Producto 1351,7,7.42,D-3
Almacen 20,Producto 1352,8,3.17,A-5
Almacen 20,Producto 1353,85,23.17,D-8
Almacen 20,Producto 1354,28,11.97,B-2
Almacen 20,Producto 1355,15,5.16,D-5
Almacen 20,Producto 1356,13,4.06,C-7
Almacen 20,Producto 1357,53,19.51,F-6
Almacen 20,Producto 1358,5,2.2,D-5
Almacen 20,Producto 1359,49,9.47,C-7
Almacen 20,Producto 1360,68,12.22,C-3
Almacen 20,Producto 1361,95,23.49,F-3
Almacen 20,Producto 1362,6,22.4,E-3
Almacen 20,Producto 1363,90,5.99,F-1
Almacen 20,Producto 1364,96,18.85,H-7
Almacen 20,Producto 1365,70,10.85,E-6
Almacen 20,Producto 1366,99,18.01,G-6
Almacen 20,Producto 1367,44,2.11,F-8
Almacen 20,Producto 1368,74,24.99,B-8
Almacen 20,Producto 1369,30,7.73,D-2
Almacen 20,Producto 1370,32,5.66,A-6
Almacen 20,Producto 1371,83,13.14,F-3
Almacen 20,Producto 1372,48,19.97,F-3
Almacen 20,Producto 1373,92,5.78,B-7
Almacen 20,Producto 1374,36,6.48,C-5
Almacen 20,Producto 1375,70,22.15,G-1
Almacen 20,Producto 1376,64,17.46,H-2
Almacen 20,Producto 1377,11,27.78,G-4
Almacen 20,Producto 1378,82,7.18,E-5
Almacen 20,Producto 1379,24,17.85,G-5
Almacen 20,Producto 1380,86,13.36,F-6
Almacen 20,Producto 1381,68,11.1,D-2
Almacen 20,Producto 1382,0,14.2,A-5
Almacen 20,Producto 1383,43,19.21,F-5
Almacen 20,Producto 1384,86,27.18,H-6
Almacen 20,Producto 1385,87,22.05,H-4
Almacen 20,Producto 1386,7,5.27,F-2
Almacen 20,Producto 1387,52,16.55,D-5
Almacen 20,Producto 1388,63,18.86,C-8
Almacen 20,Producto 1389,27,24.7,D-4
Almacen 20,Producto 1390,100,29.75,E-4
Almacen 20,Producto 1391,0,25.03,E-7
Almacen 20,Producto 1392,68,23.28,C-8
Almacen 20,Producto 1393,66,6.71,A-3
Almacen 20,Producto 1394,48,23.88,F-8
Almacen 20,Producto 1395,60,25.89,H-3
Almacen 20,Producto 1396,20,17.57,G-6
Almacen 20,Producto 1397,71,22.51,G-8
Almacen 20,Producto 1398,72,29.24,A-4
Almacen 20,Producto 1399,10,12.14,C-4
Almacen 20,Producto 1400,79,9.72,F-6
Almacen 20,Producto 1401,44,28.1,H-1
Almacen 20,Producto 1402,61,14.21,G-5
Almacen 20,Producto 1403,64,24.89,E-4
Almacen 20,Producto 1404,22,24.12,G-2
Almacen 20,Producto 1405,58,1.1,G-1
Almacen 20,Producto 1406,34,13.42,H-8
Almacen 20,Producto 1407,88,1.08,F-7
Almacen 20,Producto 1408,84,25.65,B-3
Almacen 20,Producto 1409,29,25.94,H-4
Almacen 20,Producto 1410,59,5.67,A-3
Almacen 20,Producto 1411,1,24.41,F-2
Almacen 20,Producto 1412,55,24.02,E-8
Almacen 20,Producto 1413,67,22.98,G-4
Almacen 20,Producto 1414,67,14.38,A-3
Almacen 20,Producto 1415,33,18.6,A-4
Almacen 20,Producto 1416,39,15.18,D-4
Almacen 20,Producto 1417,65,3.6,A-6
Almacen 20,Producto 1418,86,11.29,G-7
Almacen 20,Producto 1419,36,10.49,G-7
Almacen 20,Producto 1420,93,18.8,C-6
Almacen 20,Producto 1421,5,26.58,H-2
Almacen 20,Producto 1422,91,20.85,C-5
Almacen 20,Producto 1423,16,10.41,E-5
Almacen 20,Producto 1424,89,26.94,C-7
Almacen 20,Producto 1425,76,15.31,G-1
Almacen 20,Producto 1426,84,11.62,H-7
Almacen 20,Producto 1427,94,2.68,G-7
Almacen 20,Producto 1428,74,27.99,B-3
Almacen 20,Producto 1429,61,8.04,H-4
Almacen 20,Producto 1430,1,12.41,H-3
Almacen 20,Producto 1431,3,4.46,F-5
Almacen 20,Producto 1432,64,10.97,E-1
Almacen 20,Producto 1433,68,18.93,C-7
Almacen 20,Producto 1434,60,9.09,D-7
Almacen 20,Producto 1435,94,11.7,F-1
Almacen 20,Producto 1436,99,6.41,H-7
Almacen 20,Producto 1437,52,12.8,C-5
Almacen 20,Producto 1438,21,3.79,F-4
Almacen 20,Producto 1439,42,5.02,B-1
Almacen 20,Producto 1440,59,11.15,G-6
Almacen 20,Producto 1441,46,16.26,D-4
Almacen 20,Producto 1442,88,26.94,E-8
Almacen 20,Producto 1443,82,10.29,B-1
Almacen 20,Producto 1444,51,22.41,D-3
Almacen 20,Producto 1445,97,16.4,E-3
Almacen 20,Producto 1446,50,24.22,C-2
Almacen 20,Producto 1447,15,22.06,B-2
Almacen 20,Producto 1448,20,21.18,B-4
Almacen 20,Producto 1449,65,15.18,G-1
Almacen 20,Producto 1450,14,23.4,D-4
Almacen 20,Producto 1451,62,4.37,F-2
Almacen 20,Producto 1452,14,5.19,G-8
Almacen 20,Producto 1453,85,27.76,B-4
Almacen 20,Producto 1454,21,28.58,B-7
Almacen 20,Producto 1455,55,17.89,F-5
Almacen 20,Producto 1456,41,28.66,E-8
Almacen 20,Producto 1457,65,14.85,B-8
Almacen 20,Producto 1458,67,19.33,C-2
Almacen 20,Producto 1459,77,11.3,G-8
Almacen 20,Producto 1460,100,24.5,E-5
Almacen 20,Producto 1461,56,17.01,E-5
Almacen 20,Producto 1462,72,19.62,F-3
Almacen 20,Producto 1463,88,10.97,H-2
Almacen 20,Producto 1464,22,26.77,C-4
Almacen 20,Producto 1465,36,7.8,E-7
Almacen 20,Producto 1466,62,12.09,G-2
Almacen 20,Producto 1467,91,15.94,F-2
Almacen 20,Producto 1468,87,14.82,G-2
Almacen 20,Producto 1469,41,14.59,H-3
Almacen 20,Producto 1470,83,10.92,C-6
Almacen 20,Producto 1471,0,21.43,B-6
Almacen 20,Producto 1472,8,27.65,E-2
Almacen 20,Producto 1473,93,25.64,F-7
Almacen 20,Producto 1474,55,7.92,C-4
Almacen 20,Producto 1475,8,20.66,G-6
Almacen 20,Producto 1476,73,4.88,H-5
Almacen 20,Producto 1477,33,9.04,G-1
Almacen 20,Producto 1478,33,28.16,E-5
Almacen 20,Producto 1479,77,11.87,E-6
Almacen 20,Producto 1480,67,25.93,E-1
Almacen 20,Producto 1481,59,5.77,F-2
Almacen 20,Producto 1482,38,4.59,B-1
Almacen 20,Producto 1483,97,13.98,A-1
Almacen 20,Producto 1484,73,22.95,C-4
Almacen 20,Producto 1485,73,23.24,B-6
Almacen 20,Producto 1486,30,7.27,B-7
Almacen 20,Producto 1487,94,27.14,D-2
Almacen 20,Producto 1488,76,26.44,B-6
Almacen 20,Producto 1489,54,16.48,F-2
Almacen 20,Producto 1490,67,26.76,F-5
Almacen 20,Producto 1491,62,26.66,F-7
Almacen 20,Producto 1492,94,12.48,D-7
Almacen 20,Producto 1493,43,22.75,B-2
Almacen 20,Producto 1494,85,9.14,G-5
Almacen 20,Producto 1495,84,12.66,D-5
Almacen 20,Producto 1496,22,6.8,C-6
Almacen 20,Producto 1497,90,5.08,H-3
Almacen 20,Producto 1498,52,28.69,G-3
Almacen 20,Producto 1499,77,20.81,F-8
Almacen 21,Producto 0,51,15.3,H-1
Almacen 21,Producto 1,49,9.59,A-6
Almacen 21,Producto 2,74,5.3,C-8
Almacen 21,Producto 3,45,17.27,G-8
Almacen 21,Producto 4,82,24.06,B-6
Almacen 21,Producto 5,65,10.33,H-2
Almacen 21,Producto 6,92,13.49,C-4
Almacen 21,Producto 7,48,5.35,H-5
Almacen 21,Producto 8,64,22.6,B-6
Almacen 21,Producto 9,44,10.3,H-6
Almacen 21,Producto 10,23,21.35,G-6
Almacen 21,Producto 11,50,27.73,G-7
Almacen 21,Producto 12,74,17.68,E-5
Almacen 21,Producto 13,95,23.26,H-3
Almacen 21,Producto 14,22,3.96,B-5
Almacen 21,Producto 15,33,26.08,H-7
Almacen 21,Producto 16,96,8.05,C-3
Almacen 21,Producto 17,97,7.29,F-3
Almacen 21,Producto 18,84,19.33,E-1
Almacen 21,Producto 19,49,17.02,H-8
Almacen 21,Producto 20,80,2.91,A-8
Almacen 21,Producto 21,91,27.45,H-6
Almacen 21,Producto 22,81,25.27,D-5
Almacen 21,Producto 23,73,13.13,A-7
Almacen 21,Producto 24,96,13.38,H-5
Almacen 21,Producto 25,11,11.9,B-7
Almacen 21,Producto 26,12,6.84,D-3
Almacen 21,Producto 27,78,8.09,A-6
Almacen 21,Producto 28,28,5.02,A-2
Almacen 21,Producto 29,81,5.0,C-3
Almacen 21,Producto 30,76,3.51,C-7
Almacen 21,Producto 31,11,12.52,F-7
Almacen 21,Producto 32,5,15.83,D-7
Almacen 21,Producto 33,32,29.28,E-2
Almacen 21,Producto 34,84,1.03,H-7
Almacen 21,Producto 35,11,23.41,A-1
Almacen 21,Producto 36,53,23.07,G-8
Almacen 21,Producto 37,81,20.98,D-8
Almacen 21,Producto 38,83,11.07,B-8
Almacen 21,Producto 39,48,9.56,C-6
Almacen 21,Producto 40,95,12.66,E-5
Almacen 21,Producto 41,97,16.57,C-8
Almacen 21,Producto 42,74,1.86,H-6
Almacen 21,Producto 43,23,1.94,A-8
Almacen 21,Producto 44,89,3.35,B-2
Almacen 21,Producto 45,26,2.74,H-8
Almacen 21,Producto 46,32,7.12,E-5
Almacen 21,Producto 47,40,25.74,D-6
Almacen 21,Producto 48,18,28.97,D-8
Almacen 21,Producto 49,95,17.3,A-6
Almacen 21,Producto 50,65,3.56,F-5
Almacen 21,Producto 51,82,25.94,G-1
Almacen 21,Producto 52,75,7.57,H-5
Almacen 21,Producto 53,98,11.05,E-7
Almacen 21,Producto 54,11,20.04,E-4
Almacen 21,Producto 55,1,25.15,H-1
Almacen 21,Producto 56,29,6.95,F-1
Almacen 21,Producto 57,60,23.63,D-5
Almacen 21,Producto 58,18,25.72,B-7
Almacen 21,Producto 59,99,13.59,C-8
Almacen 21,Producto 60,63,16.38,A-6
Almacen 21,Producto 61,53,2.64,D-8
Almacen 21,Producto 62,14,22.47,D-1
Almacen 21,Producto 63,9,28.0,H-3
Almacen 21,Producto 64,44,23.32,A-4
Almacen 21,Producto 65,94,27.87,D-3
Almacen 21,Producto 66,16,7.68,D-6
Almacen 21,Producto 67,19,19.94,G-2
Almacen 21,Producto 68,37,15.82,G-7
Almacen 21,Producto 69,63,9.94,G-6
Almacen 21,Producto 70,94,25.48,C-4
Almacen 21,Producto 71,12,20.98,E-8
Almacen 21,Producto 72,92,25.15,D-1
Almacen 21,Producto 73,31,25.33,D-1
Almacen 21,Producto 74,59,22.52,F-4
Almacen 21,Producto 75,60,14.24,H-7
Almacen 21,Producto 76,93,1.78,G-1
Almacen 21,Producto 77,39,5.63,F-3
Almacen 21,Producto 78,88,17.25,E-1
Almacen 21,Producto 79,55,17.66,E-2
Almacen 21,Producto 80,23,16.59,C-5
Almacen 21,Producto 81,11,13.08,G-3
Almacen 21,Producto 82,61,5.29,C-5
Almacen 21,Producto 83,35,23.19,D-8
Almacen 21,Producto 84,13,11.63,G-6
Almacen 21,Producto 85,12,22.95,B-5
Almacen 21,Producto 86,63,3.63,H-3
Almacen 21,Producto 87,80,1.15,B-1
Almacen 21,Producto 88,97,16.84,F-5
Almacen 21,Producto 89,74,15.78,B-7
Almacen 21,Producto 90,87,3.47,A-4
Almacen 21,Producto 91,83,22.66,F-4
Almacen 21,Producto 92,26,14.18,C-6
Almacen 21,Producto 93,14,5.51,E-6
Almacen 21,Producto 94,74,27.51,C-8
Almacen 21,Producto 95,14,21.52,E-4
Almacen 21,Producto 96,87,8.68,C-5
Almacen 21,Producto 97,21,3.94,G-8
Almacen 21,Producto 98,71,15.86,A-5
Almacen 21,Producto 99,87,24.71,A-8
Almacen 21,Producto 100,8,25.12,B-2
Almacen 21,Producto 101,61,6.87,G-8
Almacen 21,Producto 102,62,11.19,G-5
Almacen 21,Producto 103,5,1.93,C-4
Almacen 21,Producto 104,62,14.98,G-4
Almacen 21,Producto 105,52,20.33,D-3
Almacen 21,Producto 106,65,15.0,G-4
Almacen 21,Producto 107,83,13.45,B-2
Almacen 21,Producto 108,76,7.23,F-5
Almacen 21,Producto 109,60,1.67,C-6
Almacen 21,Producto 110,22,26.1,H-7
Almacen 21,Producto 111,23,21.96,D-6
Almacen 21,Producto 112,76,19.72,F-8
Almacen 21,Producto 113,32,3.71,C-4
Almacen 21,Producto 114,93,4.34,E-6
Almacen 21,Producto 115,1,6.83,F-4
Almacen 21,Producto 116,52,8.7,A-4
Almacen 21,Producto 117,8,4.09,B-8
Almacen 21,Producto 118,37,11.46,G-2
Almacen 21,Producto 119,68,17.04,A-1
Almacen 21,Producto 120,40,6.53,G-5
Almacen 21,Producto 121,33,16.17,D-7
Almacen 21,Producto 122,91,20.03,H-1
Almacen 21,Producto 123,95,18.71,E-3
Almacen 21,Producto 124,71,16.94,B-2
Almacen 21,Producto 125,85,11.03,B-1
Almacen 21,Producto 126,47,10.87,A-1
Almacen 21,Producto 127,57,18.83,C-6
Almacen 21,Producto 128,74,19.12,B-5
Almacen 21,Producto 129,3,29.26,B-4
Almacen 21,Producto 130,79,10.65,G-1
Almacen 21,Producto 131,53,28.63,H-6
Almacen 21,Producto 132,72,12.75,E-1
Almacen 21,Producto 133,60,6.06,H-8
Almacen 21,Producto 134,92,23.57,E-4
Almacen 21,Producto 135,25,25.66,D-6
Almacen 21,Producto 136,43,21.88,G-7
Almacen 21,Producto 137,26,13.64,C-2
Almacen 21,Producto 138,87,9.64,E-3
Almacen 21,Producto 139,98,17.94,C-1
Almacen 21,Producto 140,27,10.24,B-7
Almacen 21,Producto 141,93,14.52,C-1
Almacen 21,Producto 142,60,12.14,H-2
Almacen 21,Producto 143,84,6.96,B-4
Almacen 21,Producto 144,23,10.84,H-6
Almacen 21,Producto 145,48,2.29,F-6
Almacen 21,Producto 146,82,17.53,H-1
Almacen 21,Producto 147,58,9.65,F-5
Almacen 21,Producto 148,52,5.6,B-5
Almacen 21,Producto 149,33,16.34,D-6
Almacen 21,Producto 150,86,11.75,A-6
Almacen 21,Producto 151,46,1.22,F-7
Almacen 21,Producto 152,40,26.52,C-3
Almacen 21,Producto 153,54,20.86,A-8
Almacen 21,Producto 154,29,20.77,D-1
Almacen 21,Producto 155,32,14.04,E-4
Almacen 21,Producto 156,98,24.22,E-5
Almacen 21,Producto 157,8,9.4,G-1
Almacen 21,Producto 158,50,14.28,C-2
Almacen 21,Producto 159,34,3.81,H-4
Almacen 21,Producto 160,98,20.04,H-5
Almacen 21,Producto 161,47,15.81,F-4
Almacen 21,Producto 162,71,27.35,D-4
Almacen 21,Producto 163,7,14.88,E-3
Almacen 21,Producto 164,4,22.39,G-2
Almacen 21,Producto 165,28,27.92,B-1
Almacen 21,Producto 166,97,11.96,G-1
Almacen 21,Producto 167,26,1.66,D-7
Almacen 21,Producto 168,67,23.37,B-6
Almacen 21,Producto 169,8,4.74,H-7
Almacen 21,Producto 170,85,11.09,A-3
Almacen 21,Producto 171,70,8.88,H-6
Almacen 21,Producto 172,96,17.78,F-2
Almacen 21,Producto 173,34,14.84,F-2
Almacen 21,Producto 174,4,12.9,E-3
Almacen 21,Producto 175,82,23.77,G-4
Almacen 21,Producto 176,68,20.96,D-6
Almacen 21,Producto 177,63,25.28,D-7
Almacen 21,Producto 178,39,28.58,B-7
Almacen 21,Producto 179,14,25.9,B-5
Almacen 21,Producto 180,45,29.2,H-5
Almacen 21,Producto 181,50,24.92,H-6
Almacen 21,Producto 182,75,5.45,B-1
Almacen 21,Producto 183,68,27.47,E-8
Almacen 21,Producto 184,24,17.72,A-8
Almacen 21,Producto 185,98,7.64,F-6
Almacen 21,Producto 186,13,12.11,E-2
Almacen 21,Producto 187,56,23.66,F-8
Almacen 21,Producto 188,79,29.9,E-4
Almacen 21,Producto 189,30,21.9,G-5
Almacen 21,Producto 190,41,28.0,G-5
Almacen 21,Producto 191,93,7.36,A-1
Almacen 21,Producto 192,10,19.57,E-1
Almacen 21,Producto 193,52,15.37,C-3
Almacen 21,Producto 194,12,5.06,D-7
Almacen 21,Producto 195,48,10.11,H-2
Almacen 21,Producto 196,83,9.91,B-6
Almacen 21,Producto 197,8,7.71,E-4
Almacen 21,Producto 198,47,4.73,F-7
Almacen 21,Producto 199,92,17.75,C-8
Almacen 21,Producto 200,40,22.3,E-1
Almacen 21,Producto 201,11,6.0,E-7
Almacen 21,Producto 202,87,2.93,H-5
Almacen 21,Producto 203,84,21.09,C-8
Almacen 21,Producto 204,49,10.22,H-8
Almacen 21,Producto 205,89,14.37,A-4
Almacen 21,Producto 206,93,17.1,E-4
Almacen 21,Producto 207,100,7.64,C-8
Almacen 21,Producto 208,38,25.3,G-1
Almacen 21,Producto 209,43,25.5,H-3
Almacen 21,Producto 210,73,4.7,B-1
Almacen 21,Producto 211,44,16.0,E-1
Almacen 21,Producto 212,63,1.82,G-5
Almacen 21,Producto 213,55,28.12,G-3
Almacen 21,Producto 214,9,4.12,B-6
Almacen 21,Producto 215,60,5.06,F-8
Almacen 21,Producto 216,50,26.19,C-7
