documento,producto,cantidad,colores,Premium
1573,Producto 927,8,Gris,False
1574,Producto 105,6,Negro,False
1574,Producto 46,9,Negro,True
1574,Producto 1243,4,Azul,False
1574,Producto 1426,10,Gris,False
1575,Producto 137,10,Rojo,False
1575,Producto 405,7,Multicolor,False
1576,Producto 66,4,Negro,False
1577,Producto 345,1,Azul,False
1577,Producto 759,7,Multicolor,False
1577,Producto 1297,2,Plateado,False
1577,Producto 444,3,Rojo,False
1577,Producto 69,3,Dorado,True
1578,Producto 1225,1,Plateado,False
1578,Producto 433,5,Gris,False
1579,Producto 402,1,Multicolor,True
1579,Producto 984,8,Plateado,True
1580,Producto 1396,3,Multicolor,False
1580,Producto 403,1,Gris,False
1580,Producto 294,9,Multicolor,False
1580,Producto 1261,6,Rojo,True
1580,Producto 297,8,Dorado,True
1580,Producto 521,1,Dorado,True
1580,Producto 165,3,Gris,False
1580,Producto 112,5,Azul,True
1580,Producto 940,4,Azul,False
1580,Producto 570,5,Azul,True
1581,Producto 1296,2,Plateado,False
1581,Producto 525,9,Dorado,False
1581,Producto 148,2,Dorado,False
1581,Producto 983,3,Dorado,True
1582,Producto 426,6,Dorado,True
1582,Producto 1015,4,Negro,True
1582,Producto 1058,1,Azul,False
1582,Producto 892,2,Gris,False
1582,Producto 728,5,Multicolor,False
1582,Producto 6,9,Negro,True
1582,Producto 304,9,Plateado,False
1582,Producto 1218,4,Gris,True
1582,Producto 829,1,Rojo,True
1583,Producto 164,4,Azul,False
1583,Producto 949,1,Dorado,False
1583,Producto 213,7,Multicolor,False
1583,Producto 336,10,Dorado,True
1583,Producto 901,2,Rojo,False
1583,Producto 595,8,Rojo,True
1583,Producto 727,9,Plateado,True
1583,Producto 1152,9,Dorado,True
1584,Producto 11,9,Rojo,True
1584,Producto 315,5,Rojo,True
1584,Producto 703,10,Azul,True
1584,Producto 286,8,Multicolor,True
1584,Producto 87,1,Rojo,False
1584,Producto 946,2,Gris,False
1585,Producto 1054,4,Gris,False
1585,Producto 1249,8,Azul,True
1586,Producto 815,2,Rojo,True
1586,Producto 172,6,Multicolor,True
1586,Producto 1001,5,Dorado,True
1586,Producto 612,4,Azul,False
1586,Producto 1455,1,Dorado,False
1586,Producto 141,9,Multicolor,True
1586,Producto 323,7,Multicolor,True
1586,Producto 1205,10,Multicolor,True
1586,Producto 960,2,Rojo,False
1586,Producto 187,7,Multicolor,False
1587,Producto 340,10,Gris,True
1587,Producto 105,9,Dorado,False
1587,Producto 1263,3,Azul,False
1587,Producto 274,3,Rojo,False
1587,Producto 942,2,Multicolor,True
1587,Producto 639,7,Negro,False
1587,Producto 737,9,Rojo,False
1587,Producto 851,2,Rojo,False
1587,Producto 162,3,Multicolor,True
1588,Producto 984,7,Rojo,False
1588,Producto 988,5,Negro,True
1588,Producto 416,10,Rojo,True
1588,Producto 179,6,Multicolor,True
1588,Producto 10,8,Multicolor,True
1588,Producto 500,2,Multicolor,True
1589,Producto 734,4,Azul,True
1589,Producto 1243,9,Rojo,True
1589,Producto 1448,6,Azul,False
1589,Producto 532,7,Multicolor,True
1590,Producto 70,3,Gris,True
1590,Producto 901,6,Gris,False
1590,Producto 555,10,Negro,False
1590,Producto 88,9,Negro,False
1590,Producto 1149,6,Negro,False
1590,Producto 242,2,Rojo,False
1591,Producto 1272,7,Gris,False
1591,Producto 1192,4,Plateado,False
1591,Producto 806,9,Gris,False
1591,Producto 1134,6,Negro,False
1591,Producto 512,7,Plateado,True
1592,Producto 356,2,Multicolor,False
1592,Producto 209,4,Dorado,False
1592,Producto 316,6,Multicolor,False
1592,Producto 532,3,Multicolor,True
1592,Producto 963,2,Gris,True
1593,Producto 1074,1,Multicolor,False
1594,Producto 1350,4,Azul,False
1594,Producto 702,1,Gris,False
1594,Producto 298,5,Rojo,True
1594,Producto 955,3,Multicolor,False
1594,Producto 368,5,Gris,True
1594,Producto 249,6,Multicolor,False
1594,Producto 978,4,Azul,True
1595,Producto 658,4,Azul,True
1595,Producto 1226,3,Rojo,True
1595,Producto 25,5,Negro,False
1595,Producto 548,8,Gris,True
1595,Producto 1202,5,Rojo,False
1595,Producto 133,4,Multicolor,True
1596,Producto 1064,2,Plateado,True
1596,Producto 382,5,Dorado,True
1596,Producto 1229,4,Rojo,True
1596,Producto 782,4,Dorado,False
1596,Producto 577,7,Multicolor,True
1596,Producto 421,10,Plateado,False
1596,Producto 250,9,Rojo,False
1596,Producto 507,1,Negro,False
1596,Producto 930,7,Plateado,False
1597,Producto 795,4,Multicolor,False
1598,Producto 858,2,Dorado,False
1598,Producto 591,9,Dorado,False
1598,Producto 579,2,Plateado,True
1598,Producto 174,6,Gris,True
1598,Producto 1317,4,Dorado,False
1598,Producto 434,8,Gris,True
1598,Producto 1190,5,Dorado,True
1598,Producto 171,8,Negro,True
1598,Producto 588,7,Plateado,True
1599,Producto 774,1,Dorado,True
1599,Producto 1070,3,Multicolor,True
1599,Producto 1412,5,Dorado,True
1599,Producto 1085,5,Azul,True
1599,Producto 1054,3,Rojo,False
1599,Producto 547,9,Azul,False
1599,Producto 218,9,Plateado,False
1600,Producto 1054,10,Azul,False
1601,Producto 987,4,Gris,False
1601,Producto 1482,2,Negro,True
1601,Producto 675,4,Gris,False
1601,Producto 965,6,Plateado,False
1601,Producto 1290,8,Azul,True
1601,Producto 989,8,Gris,False
1601,Producto 1216,6,Gris,True
1601,Producto 576,4,Plateado,True
1601,Producto 565,5,Plateado,False
1601,Producto 245,5,Gris,False
1602,Producto 1271,8,Plateado,False
1602,Producto 1306,8,Negro,True
1602,Producto 808,4,Rojo,True
1602,Producto 1026,3,Rojo,False
1602,Producto 1427,9,Gris,False
1602,Producto 1159,6,Negro,True
1603,Producto 1124,3,Gris,True
1603,Producto 1054,3,Gris,False
1603,Producto 1353,6,Gris,True
1603,Producto 857,9,Dorado,False
1603,Producto 1154,3,Azul,True
1603,Producto 293,9,Negro,True
1604,Producto 451,1,Rojo,True
1605,Producto 1189,4,Rojo,True
1605,Producto 10,1,Dorado,False
1605,Producto 971,10,Plateado,False
1605,Producto 1047,2,Negro,False
1605,Producto 564,9,Negro,False
1605,Producto 1356,8,Multicolor,False
1605,Producto 54,6,Dorado,True
1605,Producto 475,8,Gris,True
1606,Producto 1446,1,Negro,True
1606,Producto 702,6,Rojo,True
1606,Producto 778,8,Azul,True
1606,Producto 145,4,Dorado,False
1606,Producto 1467,9,Plateado,False
1606,Producto 779,6,Gris,False
1606,Producto 1401,9,Dorado,False
1606,Producto 1075,5,Rojo,False
1606,Producto 851,2,Azul,True
1607,Producto 344,3,Rojo,True
1607,Producto 186,9,Plateado,False
1607,Producto 455,4,Negro,False
1607,Producto 365,1,Rojo,True
1608,Producto 1198,5,Rojo,True
1608,Producto 678,6,Rojo,True
1608,Producto 1133,4,Rojo,True
1608,Producto 647,5,Dorado,True
1608,Producto 313,7,Azul,False
1608,Producto 1427,4,Plateado,False
1609,Producto 1477,1,Negro,False
1609,Producto 743,8,Gris,True
1609,Producto 546,5,Rojo,True
1609,Producto 1338,10,Multicolor,False
1609,Producto 1479,8,Negro,False
1609,Producto 1071,4,Plateado,True
1609,Producto 444,10,Dorado,True
1610,Producto 933,4,Azul,True
1610,Producto 793,4,Azul,False
1611,Producto 368,8,Rojo,False
1611,Producto 446,5,Plateado,True
1611,Producto 401,9,Multicolor,False
1611,Producto 871,5,Plateado,False
1611,Producto 177,1,Negro,False
1611,Producto 765,9,Gris,True
1612,Producto 10,1,Azul,True
1612,Producto 258,2,Azul,False
1612,Producto 715,3,Gris,True
1612,Producto 354,1,Multicolor,False
1612,Producto 1467,3,Gris,False
1612,Producto 79,2,Gris,False
1612,Producto 1409,3,Gris,False
1612,Producto 1412,2,Rojo,False
1612,Producto 864,5,Plateado,True
1612,Producto 1462,6,Multicolor,True
1613,Producto 769,10,Gris,True
1613,Producto 61,6,Gris,False
1613,Producto 374,2,Negro,True
1613,Producto 719,2,Dorado,False
1613,Producto 434,10,Rojo,True
1614,Producto 367,2,Plateado,True
1614,Producto 1234,10,Rojo,False
1614,Producto 803,8,Dorado,False
1614,Producto 1388,2,Rojo,False
1614,Producto 1167,5,Multicolor,True
1614,Producto 1357,3,Negro,True
1614,Producto 1366,9,Dorado,True
1614,Producto 709,8,Azul,False
1614,Producto 862,9,Negro,True
1615,Producto 449,1,Azul,True
1615,Producto 1256,10,Multicolor,True
1615,Producto 372,10,Plateado,True
1615,Producto 1412,7,Multicolor,True
1615,Producto 670,3,Dorado,False
1615,Producto 391,1,Multicolor,True
1615,Producto 577,2,Plateado,False
1615,Producto 661,5,Dorado,True
1615,Producto 1246,10,Plateado,True
1616,Producto 1483,10,Dorado,True
1616,Producto 569,5,Gris,False
1616,Producto 1003,10,Dorado,True
1616,Producto 22,1,Rojo,False
1616,Producto 1044,3,Plateado,False
1616,Producto 1121,2,Multicolor,True
1616,Producto 219,3,Dorado,False
1616,Producto 939,9,Multicolor,True
1617,Producto 1211,4,Plateado,True
1617,Producto 165,1,Rojo,False
1618,Producto 499,10,Negro,True
1618,Producto 189,4,Gris,True
1618,Producto 385,7,Negro,True
1618,Producto 227,2,Multicolor,False
1618,Producto 762,1,Plateado,True
1618,Producto 264,4,Multicolor,False
1618,Producto 358,2,Gris,True
1618,Producto 531,1,Negro,True
1618,Producto 1328,6,Plateado,True
1618,Producto 655,7,Plateado,True
1619,Producto 0,6,Negro,True
1619,Producto 896,5,Multicolor,True
1619,Producto 19,6,Gris,False
1619,Producto 1066,8,Gris,False
1619,Producto 137,2,Plateado,True
1619,Producto 1267,9,Azul,True
1619,Producto 211,5,Gris,True
1619,Producto 684,4,Rojo,True
1619,Producto 1394,2,Rojo,True
1619,Producto 576,8,Azul,True
1620,Producto 229,6,Dorado,False
1620,Producto 210,8,Azul,False
1620,Producto 611,7,Plateado,True
1620,Producto 1097,7,Negro,True
1620,Producto 171,7,Negro,True
1620,Producto 149,8,Dorado,False
1621,Producto 474,4,Plateado,True
1621,Producto 738,4,Gris,False
1621,Producto 1284,5,Gris,False
1621,Producto 1115,3,Negro,False
1621,Producto 758,5,Azul,False
1621,Producto 1351,4,Gris,False
1621,Producto 1494,8,Plateado,False
1621,Producto 1304,2,Negro,True
1621,Producto 420,10,Gris,False
1622,Producto 513,6,Negro,True
1623,Producto 1291,5,Negro,False
1623,Producto 611,8,Azul,True
1623,Producto 1184,3,Multicolor,False
1623,Producto 352,3,Rojo,False
1623,Producto 1282,8,Rojo,True
1623,Producto 1077,10,Azul,True
1623,Producto 792,2,Dorado,False
1623,Producto 688,2,Dorado,True
1623,Producto 62,3,Negro,False
1623,Producto 371,10,Dorado,False
1624,Producto 655,9,Rojo,True
1624,Producto 1297,3,Dorado,True
1624,Producto 719,1,Azul,False
1624,Producto 175,5,Negro,False
1624,Producto 436,8,Dorado,True
1624,Producto 1132,8,Negro,False
1625,Producto 923,7,Gris,True
1625,Producto 1478,4,Dorado,True
1625,Producto 66,8,Multicolor,True
1626,Producto 454,5,Negro,True
1626,Producto 876,6,Gris,False
1626,Producto 1200,4,Azul,False
1626,Producto 1030,8,Gris,False
1627,Producto 240,9,Azul,True
1627,Producto 404,7,Plateado,False
1627,Producto 432,5,Multicolor,False
1627,Producto 698,4,Plateado,False
1627,Producto 1278,6,Negro,False
1627,Producto 36,5,Rojo,True
1627,Producto 184,6,Gris,True
1627,Producto 729,3,Dorado,False
1628,Producto 106,7,Plateado,True
1628,Producto 557,2,Gris,True
1628,Producto 1311,9,Rojo,False
1628,Producto 1093,2,Rojo,True
1629,Producto 1154,3,Azul,True
1630,Producto 655,8,Dorado,True
1631,Producto 1084,4,Dorado,False
1631,Producto 1110,10,Azul,True
1631,Producto 948,9,Negro,True
1631,Producto 59,1,Multicolor,True
1631,Producto 1009,10,Azul,True
1631,Producto 268,4,Plateado,False
1631,Producto 594,5,Negro,True
1631,Producto 1004,9,Dorado,True
1631,Producto 1490,5,Rojo,True
1631,Producto 610,6,Multicolor,False
1632,Producto 1151,8,Multicolor,False
1632,Producto 979,2,Dorado,True
1632,Producto 834,9,Plateado,True
1632,Producto 1151,3,Dorado,False
1632,Producto 889,1,Dorado,False
1632,Producto 1004,8,Plateado,False
1632,Producto 33,9,Dorado,True
1633,Producto 575,3,Rojo,False
1633,Producto 1362,9,Azul,False
1633,Producto 1091,1,Plateado,False
1633,Producto 1465,1,Multicolor,False
1633,Producto 1119,8,Negro,True
1633,Producto 131,1,Rojo,True
1633,Producto 1244,9,Dorado,True
1633,Producto 214,4,Plateado,True
1633,Producto 163,5,Negro,True
1633,Producto 1102,5,Multicolor,True
1634,Producto 409,9,Azul,True
1634,Producto 444,7,Negro,False
1634,Producto 280,3,Multicolor,False
1634,Producto 1309,2,Negro,False
1634,Producto 505,3,Negro,True
1634,Producto 373,5,Plateado,False
1634,Producto 892,6,Dorado,False
1634,Producto 1223,7,Multicolor,True
1634,Producto 415,7,Negro,False
1634,Producto 864,4,Plateado,False
1635,Producto 68,8,Negro,False
1636,Producto 224,7,Plateado,False
1636,Producto 384,3,Negro,True
1637,Producto 742,4,Rojo,True
1637,Producto 910,5,Negro,True
1637,Producto 317,3,Negro,True
1637,Producto 42,3,Multicolor,True
1638,Producto 1104,1,Plateado,True
1638,Producto 622,4,Gris,True
1638,Producto 1324,1,Azul,False
1638,Producto 980,7,Rojo,False
1638,Producto 705,7,Plateado,False
1639,Producto 338,4,Dorado,False
1639,Producto 1044,4,Azul,False
1639,Producto 13,7,Rojo,True
1639,Producto 724,9,Rojo,False
1640,Producto 219,6,Dorado,False
1640,Producto 1462,8,Plateado,False
1640,Producto 291,7,Dorado,False
1640,Producto 1290,1,Multicolor,True
1640,Producto 264,7,Azul,False
1640,Producto 1338,9,Azul,True
1640,Producto 554,5,Dorado,False
1640,Producto 144,10,Plateado,True
1640,Producto 1200,7,Azul,False
1641,Producto 1192,5,Negro,False
1641,Producto 1008,6,Rojo,True
1642,Producto 746,8,Gris,False
1642,Producto 666,5,Azul,False
1642,Producto 1249,2,Rojo,True
1642,Producto 202,9,Azul,False
1642,Producto 1173,1,Dorado,True
1642,Producto 928,1,Azul,False
1643,Producto 596,2,Multicolor,False
1643,Producto 1095,3,Plateado,True
1644,Producto 1151,8,Negro,True
1644,Producto 485,2,Multicolor,True
1644,Producto 1078,4,Plateado,True
1644,Producto 1021,7,Multicolor,False
1644,Producto 213,7,Azul,True
1644,Producto 519,4,Dorado,True
1645,Producto 1216,7,Negro,True
1646,Producto 1213,3,Plateado,False
1646,Producto 1421,8,Dorado,True
1646,Producto 79,1,Dorado,False
1646,Producto 24,1,Gris,False
1646,Producto 1484,1,Multicolor,False
1646,Producto 1499,5,Azul,True
1646,Producto 144,4,Gris,False
1646,Producto 244,4,Plateado,True
1646,Producto 1185,7,Negro,True
1647,Producto 774,9,Rojo,True
1647,Producto 629,3,Azul,True
1647,Producto 433,9,Dorado,False
1648,Producto 876,10,Azul,False
1648,Producto 631,10,Negro,False
1648,Producto 478,7,Gris,False
1648,Producto 1104,10,Rojo,True
1648,Producto 430,4,Multicolor,True
1649,Producto 1493,10,Multicolor,True
1649,Producto 684,2,Negro,False
1649,Producto 220,3,Azul,True
1649,Producto 1178,9,Rojo,True
1649,Producto 1319,8,Dorado,True
1650,Producto 1461,3,Dorado,True
1650,Producto 798,4,Plateado,False
1650,Producto 1142,8,Azul,True
1650,Producto 75,8,Rojo,True
1650,Producto 1395,7,Azul,True
1650,Producto 507,10,Negro,False
1650,Producto 958,8,Dorado,False
1650,Producto 1115,7,Plateado,False
1650,Producto 1189,2,Dorado,False
1650,Producto 1077,8,Azul,True
1651,Producto 1310,8,Plateado,True
1651,Producto 683,3,Plateado,False
1651,Producto 140,9,Rojo,True
1651,Producto 43,2,Plateado,True
1651,Producto 1195,10,Azul,False
1651,Producto 717,6,Azul,False
1651,Producto 469,9,Rojo,False
1652,Producto 43,5,Multicolor,False
1652,Producto 1327,5,Azul,True
1652,Producto 529,1,Plateado,True
1652,Producto 1302,7,Gris,False
1652,Producto 130,2,Multicolor,True
1652,Producto 1094,2,Multicolor,False
1652,Producto 144,8,Plateado,True
1652,Producto 540,2,Gris,True
1652,Producto 478,8,Gris,False
1653,Producto 1260,6,Plateado,False
1654,Producto 111,9,Negro,True
1654,Producto 274,1,Rojo,True
1655,Producto 154,7,Azul,False
1655,Producto 182,5,Gris,True
1655,Producto 1416,3,Gris,False
1655,Producto 424,10,Multicolor,False
1656,Producto 456,7,Dorado,True
1656,Producto 826,7,Gris,True
1656,Producto 929,3,Dorado,True
1656,Producto 1280,8,Plateado,False
1657,Producto 1439,5,Multicolor,False
1657,Producto 111,9,Multicolor,True
1657,Producto 1122,10,Gris,True
1657,Producto 962,1,Negro,True
1657,Producto 920,4,Multicolor,False
1657,Producto 713,1,Gris,False
1657,Producto 209,9,Rojo,True
1657,Producto 405,4,Azul,True
1657,Producto 389,5,Negro,True
1658,Producto 827,5,Negro,False
1659,Producto 497,2,Negro,True
1659,Producto 890,2,Plateado,True
1659,Producto 1123,9,Dorado,True
1659,Producto 1496,5,Dorado,False
1659,Producto 472,7,Plateado,False
1659,Producto 294,6,Negro,True
1659,Producto 944,8,Negro,False
1659,Producto 760,9,Plateado,False
1660,Producto 1451,8,Rojo,True
1660,Producto 509,1,Plateado,False
1660,Producto 952,6,Azul,False
1660,Producto 1385,10,Multicolor,False
1660,Producto 211,4,Dorado,False
1660,Producto 126,5,Plateado,True
1660,Producto 1487,5,Plateado,False
1660,Producto 1167,10,Rojo,False
1660,Producto 528,4,Multicolor,True
1661,Producto 549,1,Multicolor,False
1661,Producto 773,3,Dorado,True
1661,Producto 1273,8,Multicolor,False
1661,Producto 1242,5,Dorado,True
1661,Producto 1032,7,Rojo,True
1661,Producto 501,1,Rojo,False
1661,Producto 891,2,Gris,False
1661,Producto 1237,10,Gris,True
1661,Producto 784,9,Gris,True
1662,Producto 1298,6,Rojo,True
1662,Producto 1096,6,Gris,True
1662,Producto 1427,1,Azul,False
1662,Producto 759,3,Azul,True
1662,Producto 344,5,Dorado,True
1662,Producto 513,9,Gris,False
1662,Producto 172,3,Dorado,False
1663,Producto 1405,4,Negro,True
1663,Producto 720,9,Plateado,False
1663,Producto 292,6,Multicolor,False
1663,Producto 23,2,Plateado,True
1663,Producto 943,2,Gris,False
1663,Producto 1276,9,Azul,True
1663,Producto 806,6,Azul,True
1663,Producto 1453,2,Dorado,True
1664,Producto 838,8,Gris,False
1664,Producto 835,5,Plateado,False
1664,Producto 807,4,Azul,True
1664,Producto 117,1,Negro,True
1664,Producto 673,1,Rojo,True
1664,Producto 1258,7,Rojo,True
1665,Producto 1020,2,Plateado,False
1665,Producto 1095,8,Gris,True
1665,Producto 1404,1,Dorado,False
1665,Producto 1296,7,Dorado,False
1665,Producto 281,1,Negro,True
1665,Producto 283,6,Plateado,False
1665,Producto 835,8,Gris,True
1665,Producto 295,5,Plateado,True
1665,Producto 797,10,Rojo,True
1665,Producto 96,2,Dorado,True
1666,Producto 200,6,Plateado,True
1666,Producto 1037,8,Azul,False
1667,Producto 264,2,Rojo,False
1667,Producto 250,5,Rojo,True
1667,Producto 1001,5,Multicolor,False
1667,Producto 551,6,Azul,False
1667,Producto 371,5,Azul,False
1668,Producto 414,9,Negro,False
1668,Producto 670,4,Dorado,False
1668,Producto 824,10,Negro,True
1668,Producto 1309,4,Gris,True
1668,Producto 355,7,Multicolor,False
1668,Producto 971,6,Rojo,True
1668,Producto 1273,4,Rojo,False
1668,Producto 457,4,Dorado,True
1668,Producto 381,9,Rojo,False
1668,Producto 844,3,Gris,False
1669,Producto 1387,10,Gris,True
1669,Producto 792,8,Multicolor,True
1669,Producto 1241,3,Rojo,False
1669,Producto 546,1,Negro,False
1669,Producto 1255,6,Negro,False
1669,Producto 211,7,Negro,True
1669,Producto 913,2,Rojo,True
1669,Producto 515,1,Dorado,True
1670,Producto 184,10,Rojo,True
1670,Producto 398,4,Dorado,True
1670,Producto 735,7,Negro,True
1670,Producto 1267,9,Gris,False
1670,Producto 5,1,Multicolor,True
1670,Producto 1203,9,Plateado,True
1670,Producto 52,2,Gris,True
1670,Producto 817,5,Gris,False
1670,Producto 1306,8,Dorado,False
1671,Producto 1029,9,Rojo,False
1671,Producto 629,6,Multicolor,False
1671,Producto 80,8,Dorado,False
1672,Producto 415,8,Plateado,True
1672,Producto 612,2,Multicolor,True
1672,Producto 1306,10,Negro,False
1672,Producto 1303,2,Negro,False
1672,Producto 581,4,Dorado,False
1672,Producto 159,6,Gris,False
1672,Producto 368,5,Gris,False
1673,Producto 1110,5,Dorado,False
1673,Producto 304,6,Gris,False
1673,Producto 968,9,Plateado,False
1673,Producto 249,10,Rojo,False
1673,Producto 1433,9,Rojo,False
1674,Producto 1054,8,Plateado,True
1674,Producto 914,7,Plateado,False
1674,Producto 75,3,Plateado,True
1674,Producto 640,6,Dorado,True
1674,Producto 429,2,Dorado,True
1674,Producto 107,10,Multicolor,False
1674,Producto 607,8,Negro,False
1674,Producto 1417,8,Rojo,False
1675,Producto 245,7,Dorado,True
1675,Producto 951,5,Plateado,True
1675,Producto 537,10,Dorado,True
1675,Producto 922,2,Negro,True
1676,Producto 1059,10,Plateado,False
1676,Producto 417,4,Gris,False
1676,Producto 295,2,Negro,False
1676,Producto 331,4,Negro,False
1676,Producto 490,3,Plateado,False
1677,Producto 1104,6,Rojo,False
1677,Producto 80,9,Plateado,False
1678,Producto 1233,9,Gris,False
1678,Producto 65,1,Azul,False
1678,Producto 896,8,Rojo,False
1678,Producto 1238,2,Azul,False
1678,Producto 409,9,Dorado,True
1678,Producto 1040,5,Negro,True
1679,Producto 1308,7,Dorado,True
1680,Producto 686,10,Rojo,False
1681,Producto 1123,1,Plateado,True
1681,Producto 755,10,Dorado,True
1681,Producto 1365,7,Negro,True
1681,Producto 903,8,Dorado,False
1681,Producto 1272,5,Multicolor,True
1681,Producto 818,7,Rojo,True
1681,Producto 1232,7,Multicolor,True
1682,Producto 1381,7,Dorado,True
1682,Producto 498,2,Negro,False
1682,Producto 1366,7,Rojo,True
1682,Producto 1421,3,Rojo,False
1682,Producto 697,6,Negro,True
1682,Producto 672,7,Azul,False
1682,Producto 706,1,Azul,True
1682,Producto 1309,9,Dorado,True
1682,Producto 579,3,Gris,True
1683,Producto 885,9,Plateado,False
1683,Producto 561,2,Dorado,False
1683,Producto 1441,4,Plateado,False
1683,Producto 780,2,Plateado,False
1683,Producto 309,4,Multicolor,True
1683,Producto 1448,6,Plateado,False
1683,Producto 1082,6,Negro,False
1684,Producto 1231,2,Dorado,True
1684,Producto 270,8,Dorado,False
1684,Producto 415,2,Rojo,False
1684,Producto 1236,1,Plateado,False
1685,Producto 940,2,Gris,False
1685,Producto 113,9,Negro,True
1685,Producto 174,1,Azul,False
1686,Producto 1392,6,Azul,True
1686,Producto 1261,2,Multicolor,False
1687,Producto 882,5,Multicolor,True
1687,Producto 592,5,Plateado,False
1687,Producto 1381,3,Azul,True
1687,Producto 344,4,Multicolor,True
1687,Producto 968,4,Gris,False
1688,Producto 895,6,Gris,False
1688,Producto 1440,1,Dorado,True
1689,Producto 1289,4,Plateado,True
1689,Producto 284,8,Plateado,True
1689,Producto 860,6,Gris,False
1689,Producto 709,9,Plateado,False
1689,Producto 752,5,Rojo,True
1689,Producto 1200,9,Rojo,True
1690,Producto 132,4,Azul,True
1690,Producto 656,2,Plateado,True
1690,Producto 813,9,Plateado,True
1690,Producto 206,3,Negro,True
1690,Producto 1441,8,Multicolor,True
1690,Producto 422,5,Plateado,False
1691,Producto 945,7,Multicolor,False
1691,Producto 960,1,Negro,False
1691,Producto 819,2,Plateado,True
1691,Producto 1258,9,Plateado,False
1691,Producto 201,8,Gris,True
1691,Producto 526,4,Negro,False
1691,Producto 884,1,Plateado,True
1692,Producto 921,3,Rojo,False
1692,Producto 565,8,Dorado,False
1692,Producto 1294,10,Negro,True
1692,Producto 1109,7,Negro,False
1692,Producto 718,5,Plateado,False
1692,Producto 756,6,Multicolor,True
1692,Producto 483,6,Negro,True
1692,Producto 184,8,Multicolor,False
1692,Producto 8,9,Gris,False
1693,Producto 810,7,Rojo,True
1693,Producto 111,10,Plateado,False
1693,Producto 121,5,Azul,False
1693,Producto 1060,2,Negro,True
1693,Producto 1173,3,Rojo,True
1694,Producto 948,6,Negro,False
1694,Producto 991,10,Dorado,False
1695,Producto 459,1,Rojo,False
1695,Producto 1150,3,Multicolor,True
1695,Producto 1174,10,Multicolor,True
1695,Producto 905,3,Multicolor,False
1695,Producto 46,9,Dorado,True
1695,Producto 734,10,Negro,True
1696,Producto 366,8,Multicolor,True
1696,Producto 1064,1,Azul,False
1696,Producto 547,2,Gris,False
1696,Producto 1425,10,Plateado,True
1696,Producto 1112,9,Azul,False
1696,Producto 529,4,Rojo,True
1697,Producto 1114,1,Negro,False
1697,Producto 1381,5,Rojo,False
1697,Producto 729,3,Multicolor,False
1697,Producto 1125,6,Azul,False
1698,Producto 778,9,Plateado,True
1698,Producto 577,1,Plateado,False
1698,Producto 633,1,Negro,False
1698,Producto 744,3,Negro,False
1698,Producto 849,9,Gris,False
1698,Producto 1103,3,Negro,False
1698,Producto 944,4,Azul,True
1698,Producto 847,7,Azul,True
1698,Producto 642,3,Multicolor,True
1698,Producto 773,3,Plateado,True
1699,Producto 181,5,Rojo,True
1699,Producto 157,5,Rojo,True
1699,Producto 1259,7,Dorado,True
1699,Producto 720,10,Multicolor,False
1699,Producto 1480,3,Negro,True
1699,Producto 1229,4,Negro,False
1699,Producto 1128,3,Negro,False
1699,Producto 430,5,Gris,True
1699,Producto 699,2,Rojo,True
1699,Producto 891,5,Multicolor,True
1700,Producto 929,1,Dorado,False
1700,Producto 52,7,Plateado,True
1700,Producto 211,1,Plateado,False
1700,Producto 229,8,Gris,False
1701,Producto 508,10,Rojo,False
1701,Producto 1275,2,Gris,False
1701,Producto 881,8,Gris,False
1702,Producto 1490,1,Azul,True
1703,Producto 1434,6,Azul,True
1703,Producto 298,9,Dorado,False
1703,Producto 781,3,Dorado,False
1703,Producto 1457,7,Multicolor,True
1703,Producto 680,6,Gris,False
1703,Producto 42,7,Azul,True
1703,Producto 25,5,Rojo,True
1703,Producto 1379,10,Dorado,True
1703,Producto 718,1,Multicolor,False
1703,Producto 43,10,Multicolor,False
1704,Producto 931,9,Multicolor,False
1704,Producto 261,6,Multicolor,False
1704,Producto 1399,6,Negro,False
1704,Producto 1010,5,Azul,False
1704,Producto 47,3,Dorado,False
1704,Producto 474,1,Multicolor,False
1704,Producto 1447,4,Multicolor,False
1704,Producto 1183,8,Azul,False
1704,Producto 451,7,Dorado,True
1704,Producto 583,7,Multicolor,False
1705,Producto 888,6,Dorado,True
1705,Producto 685,4,Plateado,False
1705,Producto 618,4,Negro,False
1705,Producto 1276,4,Plateado,False
1705,Producto 1425,1,Azul,True
1705,Producto 487,3,Multicolor,False
1705,Producto 600,1,Plateado,False
1705,Producto 602,6,Rojo,True
1705,Producto 430,7,Gris,True
1705,Producto 525,3,Rojo,True
1706,Producto 186,4,Rojo,False
1706,Producto 185,1,Plateado,False
1706,Producto 398,9,Rojo,False
1706,Producto 684,4,Gris,True
1707,Producto 297,5,Dorado,True
1707,Producto 1074,2,Multicolor,False
1707,Producto 263,3,Negro,False
1707,Producto 1280,2,Multicolor,False
1707,Producto 165,2,Multicolor,False
1707,Producto 393,7,Gris,False
1708,Producto 166,8,Azul,True
1708,Producto 1205,7,Negro,False
1708,Producto 970,10,Multicolor,True
1708,Producto 534,1,Azul,False
1708,Producto 566,7,Gris,False
1709,Producto 290,3,Plateado,False
1709,Producto 244,7,Gris,True
1710,Producto 1158,5,Rojo,False
1710,Producto 405,9,Azul,False
1710,Producto 907,9,Gris,False
1710,Producto 132,3,Dorado,True
