TipoDocumento,FechaEmisión,Numero,Estado,Total
Orden de Compra,2023-05-09,1051,Completado,3706
Transferencia a Almacen,2022-04-02,1052,Completado,6973
Orden de Compra,2021-06-04,1053,Pendiente,5693
Transferencia a Almacen,2022-07-01,1054,Pendiente,4855
Orden de Compra,2020-10-10,1055,Completado,8182
Despacho a Tienda,2023-12-07,1056,Pendiente,4681
Despacho a Tienda,2021-05-07,1057,Pendiente,8255
Orden de Compra,2022-03-17,1058,Completado,3108
Orden de Compra,2022-06-01,1059,Pendiente,8976
Despacho a Tienda,2023-08-12,1060,Pendiente,1984
Transferencia a Almacen,2021-04-23,1061,Completado,6046
Transferencia a Almacen,2021-02-27,1062,Completado,5319
Despacho a Tienda,2022-01-13,1063,Completado,3336
Transferencia a Almacen,2023-11-24,1064,Completado,2024
Orden de Compra,2023-12-08,1065,Completado,2649
Transferencia a Almacen,2021-05-27,1066,Pendiente,7211
Transferencia a Almacen,2023-08-31,1067,Completado,6544
Despacho a Tienda,2020-05-26,1068,Completado,8818
Transferencia a Almacen,2023-12-30,1069,Completado,2573
Transferencia a Almacen,2020-01-24,1070,Completado,5900
Despacho a Tienda,2021-03-30,1071,Completado,8947
Despacho a Tienda,2022-06-26,1072,Completado,2056
Transferencia a Almacen,2022-01-12,1073,Completado,288
Despacho a Tienda,2021-08-18,1074,Completado,9252
Despacho a Tienda,2021-04-18,1075,Completado,5448
Transferencia a Almacen,2021-02-11,1076,Completado,9511
Despacho a Tienda,2023-12-16,1077,Completado,8600
Despacho a Tienda,2021-05-25,1078,Pendiente,5488
Orden de Compra,2021-01-22,1079,Completado,3789
Orden de Compra,2021-12-07,1080,Pendiente,7663
Transferencia a Almacen,2023-06-05,1081,Pendiente,7783
Despacho a Tienda,2021-03-29,1082,Completado,287
Transferencia a Almacen,2022-02-16,1083,Completado,5673
Despacho a Tienda,2022-09-24,1084,Completado,553
Orden de Compra,2023-12-18,1085,Completado,697
Transferencia a Almacen,2023-08-24,1086,Completado,7518
Despacho a Tienda,2021-01-15,1087,Completado,5429
Orden de Compra,2020-09-30,1088,Pendiente,8035
Despacho a Tienda,2021-05-18,1089,Completado,8099
Despacho a Tienda,2020-10-11,1090,Pendiente,2197
Despacho a Tienda,2020-03-24,1091,Completado,2102
Transferencia a Almacen,2020-10-15,1092,Pendiente,7670
Transferencia a Almacen,2020-05-24,1093,Pendiente,4239
Transferencia a Almacen,2021-10-05,1094,Pendiente,2842
Despacho a Tienda,2023-09-29,1095,Completado,6260
Orden de Compra,2022-11-20,1096,Pendiente,160
Transferencia a Almacen,2020-04-07,1097,Completado,6157
Despacho a Tienda,2020-04-07,1098,Completado,5522
Transferencia a Almacen,2023-04-19,1099,Completado,8532
Orden de Compra,2022-06-27,1100,Pendiente,7958
Despacho a Tienda,2022-01-13,1101,Completado,7674
Orden de Compra,2023-01-05,1102,Completado,635
Despacho a Tienda,2023-02-03,1103,Pendiente,2528
Transferencia a Almacen,2023-03-20,1104,Completado,6305
Transferencia a Almacen,2021-11-12,1105,Completado,9392
Despacho a Tienda,2021-03-13,1106,Completado,9239
Despacho a Tienda,2022-07-09,1107,Completado,5497
Orden de Compra,2023-05-04,1108,Completado,7747
Despacho a Tienda,2021-03-12,1109,Completado,5320
Transferencia a Almacen,2022-06-05,1110,Pendiente,1261
Despacho a Tienda,2021-04-29,1111,Completado,1816
Orden de Compra,2023-03-14,1112,Completado,9467
Orden de Compra,2021-07-24,1113,Completado,359
Transferencia a Almacen,2020-12-09,1114,Pendiente,9840
Despacho a Tienda,2022-09-21,1115,Completado,277
Transferencia a Almacen,2020-11-14,1116,Pendiente,3475
Transferencia a Almacen,2022-01-01,1117,Completado,4771
Despacho a Tienda,2020-09-13,1118,Pendiente,4187
Transferencia a Almacen,2023-11-13,1119,Pendiente,7469
Despacho a Tienda,2023-07-05,1120,Pendiente,190
Orden de Compra,2023-01-22,1121,Pendiente,5359
Transferencia a Almacen,2023-09-19,1122,Pendiente,9059
Transferencia a Almacen,2023-10-21,1123,Pendiente,3668
Transferencia a Almacen,2020-04-03,1124,Completado,1798
Transferencia a Almacen,2020-04-29,1125,Pendiente,901
Orden de Compra,2023-03-28,1126,Pendiente,4284
Orden de Compra,2023-06-23,1127,Completado,5192
Despacho a Tienda,2023-01-16,1128,Pendiente,8173
Orden de Compra,2023-07-15,1129,Completado,7450
Orden de Compra,2023-01-08,1130,Pendiente,5627
Transferencia a Almacen,2021-10-20,1131,Completado,5170
Orden de Compra,2023-10-25,1132,Pendiente,3313
Transferencia a Almacen,2020-07-29,1133,Pendiente,5584
Transferencia a Almacen,2023-05-20,1134,Pendiente,5879
Orden de Compra,2023-04-26,1135,Completado,5168
Despacho a Tienda,2023-10-18,1136,Completado,9417
Transferencia a Almacen,2022-05-24,1137,Pendiente,191
Orden de Compra,2021-06-05,1138,Pendiente,680
Orden de Compra,2022-06-16,1139,Pendiente,1203
Transferencia a Almacen,2023-07-06,1140,Completado,8456
Transferencia a Almacen,2020-12-07,1141,Completado,9453
Orden de Compra,2021-01-29,1142,Pendiente,7269
Transferencia a Almacen,2020-04-07,1143,Pendiente,8372
Orden de Compra,2021-09-01,1144,Completado,4043
Orden de Compra,2022-07-02,1145,Pendiente,8446
Transferencia a Almacen,2021-05-14,1146,Completado,257
Orden de Compra,2023-09-19,1147,Completado,6294
Despacho a Tienda,2023-11-19,1148,Pendiente,3501
Despacho a Tienda,2021-02-26,1149,Completado,1363
Orden de Compra,2020-09-16,1150,Pendiente,803
Despacho a Tienda,2021-11-10,1151,Pendiente,6678
Transferencia a Almacen,2020-05-06,1152,Completado,2190
Orden de Compra,2023-09-22,1153,Completado,9769
Despacho a Tienda,2020-09-23,1154,Completado,9533
Transferencia a Almacen,2023-12-13,1155,Pendiente,1244
Despacho a Tienda,2023-01-09,1156,Pendiente,7053
Orden de Compra,2023-01-20,1157,Pendiente,7348
Despacho a Tienda,2023-04-11,1158,Pendiente,4650
Despacho a Tienda,2021-06-12,1159,Pendiente,4450
Despacho a Tienda,2021-05-15,1160,Pendiente,6615
Transferencia a Almacen,2023-12-18,1161,Completado,425
Transferencia a Almacen,2020-12-01,1162,Pendiente,2017
Transferencia a Almacen,2021-01-02,1163,Completado,133
Despacho a Tienda,2021-08-24,1164,Completado,3365
Despacho a Tienda,2020-01-25,1165,Pendiente,3664
Despacho a Tienda,2020-12-25,1166,Completado,3144
Orden de Compra,2021-09-26,1167,Pendiente,7337
Orden de Compra,2020-08-27,1168,Completado,273
Transferencia a Almacen,2023-10-05,1169,Pendiente,6025
Orden de Compra,2020-06-24,1170,Pendiente,5179
Transferencia a Almacen,2023-02-26,1171,Pendiente,2050
Despacho a Tienda,2020-07-30,1172,Completado,3707
Despacho a Tienda,2020-04-26,1173,Pendiente,3183
Orden de Compra,2021-03-25,1174,Pendiente,139
Orden de Compra,2021-11-30,1175,Completado,6872
Transferencia a Almacen,2020-09-22,1176,Completado,9753
Transferencia a Almacen,2022-08-28,1177,Pendiente,6690
Despacho a Tienda,2021-05-30,1178,Pendiente,2409
Despacho a Tienda,2022-08-29,1179,Pendiente,7959
Despacho a Tienda,2020-09-02,1180,Completado,2374
Transferencia a Almacen,2021-04-09,1181,Pendiente,3237
Orden de Compra,2023-09-22,1182,Pendiente,2398
Despacho a Tienda,2020-09-04,1183,Completado,5134
Despacho a Tienda,2020-05-06,1184,Completado,3788
Orden de Compra,2022-09-28,1185,Pendiente,573
Transferencia a Almacen,2023-09-08,1186,Pendiente,7411
Orden de Compra,2020-12-01,1187,Completado,8484
Orden de Compra,2022-12-26,1188,Completado,8298
Orden de Compra,2023-09-13,1189,Completado,558
Orden de Compra,2023-08-14,1190,Completado,7903
Despacho a Tienda,2022-01-27,1191,Completado,1081
Transferencia a Almacen,2023-08-27,1192,Completado,5145
Transferencia a Almacen,2023-02-25,1193,Pendiente,1691
Despacho a Tienda,2022-03-15,1194,Completado,3573
Despacho a Tienda,2021-10-08,1195,Completado,9968
Orden de Compra,2023-03-09,1196,Pendiente,7993
Transferencia a Almacen,2021-12-12,1197,Completado,8538
Orden de Compra,2022-10-31,1198,Pendiente,496
Orden de Compra,2022-02-01,1199,Completado,1049
Despacho a Tienda,2023-10-09,1200,Pendiente,1074
Transferencia a Almacen,2021-01-22,1201,Pendiente,9562
Orden de Compra,2020-11-04,1202,Completado,3447
Orden de Compra,2022-10-28,1203,Completado,3842
Orden de Compra,2021-08-19,1204,Completado,5859
Despacho a Tienda,2021-10-14,1205,Completado,269
Despacho a Tienda,2022-09-04,1206,Pendiente,636
Despacho a Tienda,2023-08-30,1207,Completado,5618
Transferencia a Almacen,2023-11-30,1208,Completado,9270
Transferencia a Almacen,2022-04-28,1209,Completado,923
Orden de Compra,2020-06-15,1210,Pendiente,1218
Despacho a Tienda,2020-09-12,1211,Completado,9347
Orden de Compra,2023-01-10,1212,Pendiente,9031
Orden de Compra,2021-11-19,1213,Pendiente,6944
Transferencia a Almacen,2023-01-31,1214,Pendiente,7010
Despacho a Tienda,2021-07-13,1215,Completado,6378
Orden de Compra,2022-07-19,1216,Completado,3113
Transferencia a Almacen,2022-08-13,1217,Completado,7450
Despacho a Tienda,2021-07-28,1218,Completado,3164
Despacho a Tienda,2023-03-09,1219,Pendiente,7324
Orden de Compra,2022-06-06,1220,Completado,264
Despacho a Tienda,2020-11-29,1221,Completado,5696
Orden de Compra,2020-08-22,1222,Pendiente,3398
Despacho a Tienda,2022-12-23,1223,Pendiente,4762
Transferencia a Almacen,2023-04-20,1224,Completado,7364
Transferencia a Almacen,2022-06-26,1225,Completado,1389
Despacho a Tienda,2020-03-10,1226,Pendiente,3319
Despacho a Tienda,2021-10-04,1227,Completado,7815
Despacho a Tienda,2022-12-26,1228,Completado,3938
Transferencia a Almacen,2021-06-02,1229,Pendiente,5321
Transferencia a Almacen,2020-08-16,1230,Pendiente,2326
Transferencia a Almacen,2020-06-23,1231,Pendiente,6938
Orden de Compra,2021-01-16,1232,Completado,5908
Despacho a Tienda,2021-05-09,1233,Completado,7414
Transferencia a Almacen,2020-03-02,1234,Pendiente,6428
Transferencia a Almacen,2021-06-20,1235,Pendiente,3562
Orden de Compra,2021-10-21,1236,Completado,5530
Transferencia a Almacen,2020-11-05,1237,Completado,2049
Orden de Compra,2023-08-13,1238,Pendiente,6643
Orden de Compra,2023-03-07,1239,Pendiente,8351
Despacho a Tienda,2021-01-18,1240,Pendiente,6229
Despacho a Tienda,2022-03-01,1241,Completado,7203
Orden de Compra,2020-05-13,1242,Completado,1164
Transferencia a Almacen,2020-01-07,1243,Pendiente,6134
Transferencia a Almacen,2020-08-14,1244,Completado,6059
Despacho a Tienda,2021-10-09,1245,Completado,1648
Transferencia a Almacen,2022-07-03,1246,Completado,9400
Orden de Compra,2021-06-20,1247,Completado,8982
Despacho a Tienda,2022-09-05,1248,Completado,4805
Transferencia a Almacen,2022-04-04,1249,Completado,8997
Transferencia a Almacen,2021-12-05,1250,Completado,6246
Transferencia a Almacen,2021-03-03,1251,Pendiente,8420
Orden de Compra,2020-03-21,1252,Pendiente,5022
Transferencia a Almacen,2022-12-02,1253,Completado,7646
Transferencia a Almacen,2022-12-19,1254,Pendiente,1865
Transferencia a Almacen,2023-06-06,1255,Pendiente,8394
Despacho a Tienda,2020-07-21,1256,Completado,1733
Transferencia a Almacen,2020-10-01,1257,Completado,8742
Orden de Compra,2020-05-15,1258,Pendiente,6050
Transferencia a Almacen,2022-02-11,1259,Pendiente,8544
Orden de Compra,2020-11-19,1260,Pendiente,9547
Transferencia a Almacen,2020-06-21,1261,Completado,5465
Transferencia a Almacen,2021-12-03,1262,Completado,5406
Transferencia a Almacen,2023-09-26,1263,Completado,7020
Orden de Compra,2023-04-12,1264,Completado,640
Transferencia a Almacen,2021-12-10,1265,Pendiente,3336
Transferencia a Almacen,2023-12-03,1266,Pendiente,7662
Despacho a Tienda,2021-11-28,1267,Completado,5010
Transferencia a Almacen,2021-04-30,1268,Pendiente,301
Despacho a Tienda,2023-04-14,1269,Pendiente,7930
Orden de Compra,2023-12-19,1270,Completado,2754
Orden de Compra,2021-01-26,1271,Pendiente,268
Despacho a Tienda,2020-09-20,1272,Completado,2470
Orden de Compra,2021-11-20,1273,Completado,7752
Transferencia a Almacen,2023-06-04,1274,Pendiente,9225
Orden de Compra,2022-05-23,1275,Pendiente,9429
Transferencia a Almacen,2023-11-11,1276,Completado,3151
Despacho a Tienda,2020-10-26,1277,Pendiente,4827
Orden de Compra,2023-09-26,1278,Completado,8349
Despacho a Tienda,2023-12-04,1279,Completado,1683
Orden de Compra,2023-05-10,1280,Completado,1225
Orden de Compra,2021-04-04,1281,Pendiente,9829
Orden de Compra,2021-07-29,1282,Completado,6549
Despacho a Tienda,2023-06-10,1283,Completado,2129
Transferencia a Almacen,2021-12-07,1284,Completado,5171
Transferencia a Almacen,2020-10-06,1285,Pendiente,1365
Orden de Compra,2021-12-19,1286,Pendiente,5091
Despacho a Tienda,2021-01-05,1287,Pendiente,5605
Orden de Compra,2022-02-08,1288,Completado,391
Despacho a Tienda,2021-12-19,1289,Pendiente,489
Orden de Compra,2023-10-22,1290,Completado,714
Despacho a Tienda,2022-06-17,1291,Completado,305
Transferencia a Almacen,2021-06-29,1292,Pendiente,3222
Transferencia a Almacen,2023-08-29,1293,Pendiente,3674
Orden de Compra,2021-11-18,1294,Pendiente,1992
Orden de Compra,2022-03-23,1295,Completado,1690
Despacho a Tienda,2020-03-31,1296,Completado,3695
Orden de Compra,2022-12-24,1297,Pendiente,4430
Transferencia a Almacen,2023-02-22,1298,Pendiente,1707
Transferencia a Almacen,2023-09-30,1299,Completado,8604
Transferencia a Almacen,2020-09-14,1300,Completado,1150
Transferencia a Almacen,2022-04-29,1301,Completado,8209
Transferencia a Almacen,2021-11-17,1302,Completado,292
Orden de Compra,2023-11-04,1303,Pendiente,1470
Despacho a Tienda,2022-06-17,1304,Pendiente,6838
Orden de Compra,2023-11-03,1305,Pendiente,9666
Despacho a Tienda,2021-09-02,1306,Completado,6024
Orden de Compra,2020-01-17,1307,Completado,734
Despacho a Tienda,2021-02-28,1308,Pendiente,3257
Orden de Compra,2022-02-25,1309,Pendiente,1406
Orden de Compra,2022-08-10,1310,Completado,1214
Transferencia a Almacen,2020-12-21,1311,Pendiente,700
Orden de Compra,2022-06-09,1312,Pendiente,7623
Despacho a Tienda,2021-10-15,1313,Completado,2164
Orden de Compra,2023-09-06,1314,Pendiente,1252
Orden de Compra,2020-07-08,1315,Completado,5529
Orden de Compra,2023-08-31,1316,Pendiente,3260
Orden de Compra,2020-10-30,1317,Pendiente,3934
Orden de Compra,2022-09-10,1318,Completado,2396
Orden de Compra,2023-01-01,1319,Pendiente,5255
Despacho a Tienda,2022-08-07,1320,Completado,7552
Despacho a Tienda,2020-01-10,1321,Pendiente,6046
Orden de Compra,2020-06-04,1322,Completado,7223
Despacho a Tienda,2022-10-04,1323,Completado,4630
Orden de Compra,2022-08-07,1324,Completado,5690
Orden de Compra,2021-06-12,1325,Completado,6603
Despacho a Tienda,2022-04-03,1326,Pendiente,4665
Transferencia a Almacen,2022-06-09,1327,Pendiente,1975
Transferencia a Almacen,2022-02-06,1328,Pendiente,6441
Transferencia a Almacen,2022-04-27,1329,Completado,5242
Despacho a Tienda,2021-07-29,1330,Completado,7995
Orden de Compra,2020-12-08,1331,Pendiente,7918
Orden de Compra,2020-07-18,1332,Pendiente,7982
Orden de Compra,2020-04-29,1333,Pendiente,9726
Orden de Compra,2023-10-20,1334,Completado,6546
Orden de Compra,2020-03-01,1335,Completado,8587
Despacho a Tienda,2022-08-27,1336,Pendiente,4878
Transferencia a Almacen,2020-03-09,1337,Completado,7967
Transferencia a Almacen,2021-10-23,1338,Completado,1200
Transferencia a Almacen,2021-12-14,1339,Pendiente,3536
Orden de Compra,2022-04-26,1340,Completado,434
Despacho a Tienda,2020-12-16,1341,Completado,8965
Transferencia a Almacen,2023-06-21,1342,Completado,1749
Transferencia a Almacen,2020-08-26,1343,Completado,1711
Orden de Compra,2022-06-19,1344,Pendiente,3932
Orden de Compra,2022-05-07,1345,Completado,3687
Transferencia a Almacen,2023-06-06,1346,Pendiente,9254
Orden de Compra,2020-11-26,1347,Pendiente,3666
Orden de Compra,2020-08-18,1348,Completado,836
Orden de Compra,2020-08-29,1349,Completado,927
Transferencia a Almacen,2023-01-30,1350,Completado,2237
Despacho a Tienda,2022-11-27,1351,Pendiente,8463
Despacho a Tienda,2021-04-29,1352,Completado,2282
Despacho a Tienda,2023-08-31,1353,Pendiente,1520
Transferencia a Almacen,2022-02-02,1354,Pendiente,9493
Despacho a Tienda,2020-05-04,1355,Pendiente,3584
Despacho a Tienda,2020-01-29,1356,Pendiente,7914
Orden de Compra,2023-05-17,1357,Completado,2861
Orden de Compra,2022-08-20,1358,Pendiente,2382
Orden de Compra,2022-01-04,1359,Completado,5558
Despacho a Tienda,2021-02-11,1360,Pendiente,5497
Transferencia a Almacen,2022-08-14,1361,Pendiente,8846
Transferencia a Almacen,2023-01-12,1362,Completado,7045
Despacho a Tienda,2021-06-02,1363,Completado,6841
Transferencia a Almacen,2020-03-20,1364,Pendiente,5366
Transferencia a Almacen,2023-01-04,1365,Completado,8348
Orden de Compra,2021-07-19,1366,Completado,6229
Transferencia a Almacen,2023-07-27,1367,Completado,8068
Transferencia a Almacen,2022-08-24,1368,Pendiente,6752
Despacho a Tienda,2020-05-06,1369,Pendiente,5905
Transferencia a Almacen,2023-08-10,1370,Pendiente,1040
Despacho a Tienda,2022-05-31,1371,Pendiente,6213
Orden de Compra,2022-10-15,1372,Completado,4201
Transferencia a Almacen,2020-07-16,1373,Pendiente,4164
Transferencia a Almacen,2023-05-25,1374,Pendiente,905
Transferencia a Almacen,2022-01-02,1375,Completado,2681
Despacho a Tienda,2023-11-28,1376,Completado,8572
Despacho a Tienda,2020-12-28,1377,Completado,5112
Despacho a Tienda,2020-12-18,1378,Completado,1339
Orden de Compra,2022-09-06,1379,Pendiente,8298
Transferencia a Almacen,2020-08-23,1380,Pendiente,2875
Despacho a Tienda,2021-03-22,1381,Pendiente,8490
Orden de Compra,2023-04-09,1382,Completado,9053
Despacho a Tienda,2020-04-23,1383,Completado,8597
Transferencia a Almacen,2023-12-22,1384,Completado,8607
Orden de Compra,2022-11-29,1385,Pendiente,7647
Despacho a Tienda,2022-04-12,1386,Completado,4562
Despacho a Tienda,2022-04-05,1387,Pendiente,3339
Despacho a Tienda,2023-05-28,1388,Pendiente,4144
Orden de Compra,2020-09-28,1389,Completado,4940
Despacho a Tienda,2020-09-29,1390,Pendiente,4600
Transferencia a Almacen,2021-06-24,1391,Completado,429
Despacho a Tienda,2021-10-24,1392,Completado,1204
Despacho a Tienda,2022-07-01,1393,Pendiente,2705
Orden de Compra,2023-08-09,1394,Completado,2635
Transferencia a Almacen,2020-02-20,1395,Pendiente,5825
Orden de Compra,2022-05-13,1396,Pendiente,615
Transferencia a Almacen,2022-08-18,1397,Pendiente,977
Despacho a Tienda,2020-02-12,1398,Completado,2685
Despacho a Tienda,2023-11-03,1399,Pendiente,1417
Orden de Compra,2020-04-29,1400,Completado,2049
Transferencia a Almacen,2021-07-06,1401,Pendiente,539
Despacho a Tienda,2022-04-09,1402,Completado,7768
Orden de Compra,2020-05-01,1403,Completado,3773
Orden de Compra,2021-02-12,1404,Completado,3660
Despacho a Tienda,2023-05-06,1405,Completado,2166
Orden de Compra,2021-12-06,1406,Pendiente,2305
Orden de Compra,2023-01-27,1407,Pendiente,4656
Despacho a Tienda,2022-10-07,1408,Pendiente,2773
Transferencia a Almacen,2020-10-25,1409,Completado,3208
Transferencia a Almacen,2021-07-10,1410,Pendiente,3439
Orden de Compra,2023-02-09,1411,Pendiente,7449
Orden de Compra,2023-09-30,1412,Completado,7869
Transferencia a Almacen,2020-06-07,1413,Completado,1067
Despacho a Tienda,2020-04-03,1414,Completado,8685
Orden de Compra,2020-12-01,1415,Pendiente,8501
Despacho a Tienda,2023-12-29,1416,Completado,5140
Despacho a Tienda,2023-06-18,1417,Pendiente,4693
Despacho a Tienda,2021-03-19,1418,Completado,293
Despacho a Tienda,2023-07-09,1419,Completado,6667
Orden de Compra,2022-08-21,1420,Pendiente,8871
Transferencia a Almacen,2023-12-07,1421,Pendiente,1117
Transferencia a Almacen,2020-09-04,1422,Completado,7447
Orden de Compra,2021-06-04,1423,Completado,9687
Despacho a Tienda,2022-05-08,1424,Completado,5733
Despacho a Tienda,2021-08-06,1425,Pendiente,2090
Transferencia a Almacen,2023-11-29,1426,Completado,4263
Transferencia a Almacen,2021-07-25,1427,Pendiente,8819
Transferencia a Almacen,2023-01-11,1428,Pendiente,2470
Despacho a Tienda,2021-08-17,1429,Completado,8028
Orden de Compra,2022-05-11,1430,Completado,8897
Transferencia a Almacen,2020-01-25,1431,Completado,2913
Transferencia a Almacen,2023-03-09,1432,Completado,6951
Orden de Compra,2021-01-09,1433,Pendiente,7752
Despacho a Tienda,2022-11-27,1434,Completado,3136
Despacho a Tienda,2022-06-29,1435,Pendiente,2295
Transferencia a Almacen,2023-11-18,1436,Pendiente,9328
Transferencia a Almacen,2020-05-16,1437,Pendiente,6177
Orden de Compra,2023-09-12,1438,Pendiente,298
Despacho a Tienda,2020-03-18,1439,Pendiente,4325
Transferencia a Almacen,2020-10-03,1440,Pendiente,3028
Orden de Compra,2022-10-10,1441,Pendiente,212
Orden de Compra,2020-04-18,1442,Pendiente,3370
Despacho a Tienda,2021-03-31,1443,Completado,5748
Despacho a Tienda,2021-10-29,1444,Completado,9824
Orden de Compra,2020-08-18,1445,Completado,7853
Despacho a Tienda,2020-09-12,1446,Completado,6454
Transferencia a Almacen,2020-05-21,1447,Pendiente,7498
Despacho a Tienda,2021-02-07,1448,Completado,5698
Orden de Compra,2022-01-20,1449,Pendiente,1840
Transferencia a Almacen,2023-09-10,1450,Pendiente,7705
Transferencia a Almacen,2023-04-29,1451,Completado,8879
Despacho a Tienda,2023-03-27,1452,Pendiente,8908
Orden de Compra,2023-01-25,1453,Completado,5835
Transferencia a Almacen,2022-12-02,1454,Completado,6925
Orden de Compra,2021-01-08,1455,Completado,7846
Orden de Compra,2022-02-16,1456,Completado,450
Orden de Compra,2022-08-11,1457,Completado,1908
Transferencia a Almacen,2023-08-20,1458,Completado,2247
Transferencia a Almacen,2021-09-06,1459,Completado,3030
Transferencia a Almacen,2020-06-29,1460,Pendiente,9927
Transferencia a Almacen,2020-03-15,1461,Completado,5885
Despacho a Tienda,2021-05-30,1462,Completado,8686
Orden de Compra,2022-10-09,1463,Completado,6857
Transferencia a Almacen,2020-09-01,1464,Completado,9546
Orden de Compra,2020-08-10,1465,Completado,5321
Transferencia a Almacen,2023-04-12,1466,Pendiente,4116
Transferencia a Almacen,2022-12-30,1467,Completado,735
Despacho a Tienda,2021-02-01,1468,Completado,817
Orden de Compra,2020-07-20,1469,Pendiente,6524
Orden de Compra,2020-03-11,1470,Completado,7170
Orden de Compra,2023-06-04,1471,Completado,8630
Orden de Compra,2022-02-21,1472,Completado,2434
Transferencia a Almacen,2022-06-01,1473,Pendiente,2771
Transferencia a Almacen,2023-02-16,1474,Pendiente,7156
Orden de Compra,2023-04-24,1475,Completado,5220
Transferencia a Almacen,2021-03-24,1476,Completado,3502
Transferencia a Almacen,2020-12-06,1477,Completado,960
Transferencia a Almacen,2021-10-31,1478,Completado,4431
Despacho a Tienda,2021-09-30,1479,Pendiente,5695
Orden de Compra,2022-05-25,1480,Pendiente,4842
Transferencia a Almacen,2020-08-01,1481,Completado,4271
Transferencia a Almacen,2023-04-07,1482,Pendiente,5579
Transferencia a Almacen,2020-04-28,1483,Pendiente,8440
Transferencia a Almacen,2023-04-16,1484,Completado,4113
Orden de Compra,2023-12-05,1485,Pendiente,5407
Transferencia a Almacen,2022-11-01,1486,Pendiente,176
Orden de Compra,2023-08-25,1487,Pendiente,2546
Despacho a Tienda,2023-11-15,1488,Pendiente,6230
Orden de Compra,2020-12-26,1489,Pendiente,5927
Despacho a Tienda,2020-12-04,1490,Completado,633
Transferencia a Almacen,2021-01-19,1491,Pendiente,2547
Despacho a Tienda,2022-08-23,1492,Completado,2848
Orden de Compra,2022-09-05,1493,Pendiente,802
Orden de Compra,2021-10-06,1494,Completado,1088
Orden de Compra,2020-06-06,1495,Pendiente,907
Transferencia a Almacen,2023-03-24,1496,Pendiente,8017
Transferencia a Almacen,2021-02-06,1497,Pendiente,6065
Orden de Compra,2020-04-17,1498,Pendiente,3573
Orden de Compra,2022-05-26,1499,Completado,5119
Orden de Compra,2021-12-30,1500,Completado,2899
Despacho a Tienda,2020-06-13,1501,Completado,589
Despacho a Tienda,2021-06-22,1502,Completado,423
Despacho a Tienda,2022-08-30,1503,Completado,3850
Transferencia a Almacen,2023-04-12,1504,Pendiente,1168
Orden de Compra,2022-09-16,1505,Completado,5804
Despacho a Tienda,2022-05-12,1506,Completado,7867
Despacho a Tienda,2020-10-29,1507,Pendiente,9420
Transferencia a Almacen,2020-09-12,1508,Pendiente,6024
Transferencia a Almacen,2023-05-25,1509,Pendiente,4482
Orden de Compra,2023-08-21,1510,Pendiente,8364
Transferencia a Almacen,2022-10-14,1511,Completado,3761
Despacho a Tienda,2021-03-24,1512,Pendiente,1398
Despacho a Tienda,2020-07-01,1513,Completado,9828
Orden de Compra,2023-06-27,1514,Pendiente,7782
Orden de Compra,2020-02-20,1515,Pendiente,8903
Orden de Compra,2020-01-08,1516,Completado,7288
Transferencia a Almacen,2020-02-19,1517,Completado,1742
Orden de Compra,2020-09-21,1518,Completado,8810
Despacho a Tienda,2020-10-29,1519,Pendiente,2750
Orden de Compra,2021-08-31,1520,Pendiente,7226
Transferencia a Almacen,2023-08-13,1521,Pendiente,3453
Orden de Compra,2023-09-16,1522,Completado,7081
Transferencia a Almacen,2023-07-15,1523,Completado,881
Despacho a Tienda,2023-10-08,1524,Pendiente,1509
Orden de Compra,2021-08-23,1525,Pendiente,1046
Orden de Compra,2021-02-03,1526,Completado,7444
Transferencia a Almacen,2021-01-23,1527,Completado,3974
Transferencia a Almacen,2021-12-20,1528,Completado,318
Despacho a Tienda,2023-03-29,1529,Pendiente,2943
Despacho a Tienda,2020-07-14,1530,Completado,9323
Despacho a Tienda,2023-12-15,1531,Completado,4153
Orden de Compra,2023-01-11,1532,Pendiente,4342
Orden de Compra,2023-04-15,1533,Pendiente,1540
Despacho a Tienda,2021-08-25,1534,Pendiente,1920
Despacho a Tienda,2021-06-05,1535,Pendiente,2720
Transferencia a Almacen,2021-11-07,1536,Pendiente,9619
Orden de Compra,2020-05-16,1537,Pendiente,3222
Despacho a Tienda,2021-09-05,1538,Pendiente,4124
Transferencia a Almacen,2023-11-23,1539,Pendiente,6306
Transferencia a Almacen,2021-03-12,1540,Pendiente,1234
Despacho a Tienda,2020-07-22,1541,Pendiente,8823
Despacho a Tienda,2021-09-15,1542,Completado,9460
Orden de Compra,2023-10-05,1543,Pendiente,4083
Despacho a Tienda,2023-07-25,1544,Pendiente,3133
Orden de Compra,2023-02-14,1545,Pendiente,4626
Orden de Compra,2023-02-16,1546,Completado,1849
Orden de Compra,2022-10-20,1547,Completado,7180
Transferencia a Almacen,2020-10-11,1548,Pendiente,5832
Transferencia a Almacen,2022-10-14,1549,Completado,8604
Despacho a Tienda,2021-01-07,1550,Completado,7433
Orden de Compra,2023-06-02,1551,Completado,9770
Despacho a Tienda,2020-11-25,1552,Pendiente,851
Despacho a Tienda,2021-11-29,1553,Pendiente,484
Orden de Compra,2023-06-14,1554,Completado,7607
Despacho a Tienda,2022-07-16,1555,Pendiente,1187
Transferencia a Almacen,2021-12-21,1556,Pendiente,7582
Despacho a Tienda,2020-06-22,1557,Pendiente,1736
Transferencia a Almacen,2022-10-11,1558,Pendiente,9195
