0,1,2
Empresa 86,Producto 1809,15
Empresa 90,Producto 1810,19
Empresa 99,Producto 1811,20
Empresa 104,Producto 1812,10
Empresa 157,Producto 1813,28
Empresa 90,Producto 1814,3
Empresa 159,Producto 1815,43
Empresa 122,Producto 1816,46
Empresa 94,Producto 1817,27
Empresa 100,Producto 1818,32
Empresa 6,Producto 1819,33
Empresa 18,Producto 1820,6
Empresa 193,Producto 1821,24
Empresa 102,Producto 1822,38
Empresa 153,Producto 1823,42
Empresa 30,Producto 1824,4
Empresa 73,Producto 1825,48
Empresa 193,Producto 1826,27
Empresa 120,Producto 1827,32
Empresa 93,Producto 1828,20
Empresa 167,Producto 1829,11
Empresa 70,Producto 1830,33
Empresa 60,Producto 1831,46
Empresa 80,Producto 1832,29
Empresa 39,Producto 1833,2
Empresa 114,Producto 1834,36
Empresa 73,Producto 1835,29
Empresa 85,Producto 1836,14
Empresa 77,Producto 1837,40
Empresa 0,Producto 1838,14
Empresa 150,Producto 1839,30
Empresa 60,Producto 1840,30
Empresa 39,Producto 1841,49
Empresa 35,Producto 1842,3
Empresa 104,Producto 1843,36
Empresa 99,Producto 1844,20
Empresa 42,Producto 1845,16
Empresa 124,Producto 1846,42
Empresa 159,Producto 1847,13
Empresa 198,Producto 1848,13
Empresa 121,Producto 1849,43
Empresa 184,Producto 1850,30
Empresa 70,Producto 1851,22
Empresa 73,Producto 1852,32
Empresa 26,Producto 1853,23
Empresa 162,Producto 1854,12
Empresa 3,Producto 1855,22
Empresa 14,Producto 1856,6
Empresa 141,Producto 1857,9
Empresa 187,Producto 1858,21
Empresa 192,Producto 1859,24
Empresa 58,Producto 1860,49
Empresa 41,Producto 1861,38
Empresa 57,Producto 1862,1
Empresa 57,Producto 1863,5
Empresa 115,Producto 1864,29
Empresa 198,Producto 1865,13
Empresa 166,Producto 1866,49
Empresa 143,Producto 1867,49
Empresa 165,Producto 1868,19
Empresa 70,Producto 1869,13
Empresa 31,Producto 1870,7
Empresa 176,Producto 1871,26
Empresa 153,Producto 1872,20
Empresa 142,Producto 1873,8
Empresa 149,Producto 1874,17
Empresa 30,Producto 1875,20
Empresa 192,Producto 1876,49
Empresa 175,Producto 1877,7
Empresa 113,Producto 1878,9
Empresa 58,Producto 1879,7
Empresa 80,Producto 1880,44
Empresa 34,Producto 1881,31
Empresa 176,Producto 1882,37
Empresa 158,Producto 1883,41
Empresa 41,Producto 1884,31
Empresa 54,Producto 1885,18
Empresa 77,Producto 1886,37
Empresa 143,Producto 1887,6
Empresa 146,Producto 1888,28
Empresa 101,Producto 1889,9
Empresa 66,Producto 1890,49
Empresa 68,Producto 1891,27
Empresa 158,Producto 1892,10
Empresa 73,Producto 1893,50
Empresa 141,Producto 1894,47
Empresa 92,Producto 1895,44
Empresa 60,Producto 1896,30
Empresa 87,Producto 1897,22
Empresa 45,Producto 1898,35
Empresa 37,Producto 1899,25
Empresa 9,Producto 1900,37
Empresa 60,Producto 1901,30
Empresa 42,Producto 1902,22
Empresa 57,Producto 1903,25
Empresa 54,Producto 1904,10
Empresa 164,Producto 1905,29
Empresa 171,Producto 1906,8
Empresa 100,Producto 1907,11
Empresa 62,Producto 1908,2
Empresa 151,Producto 1909,48
Empresa 33,Producto 1910,20
Empresa 78,Producto 1911,22
Empresa 163,Producto 1912,9
Empresa 33,Producto 1913,27
Empresa 63,Producto 1914,48
Empresa 47,Producto 1915,43
Empresa 176,Producto 1916,1
Empresa 41,Producto 1917,40
Empresa 121,Producto 1918,6
Empresa 169,Producto 1919,6
Empresa 47,Producto 1920,30
Empresa 94,Producto 1921,44
Empresa 141,Producto 1922,22
Empresa 57,Producto 1923,35
Empresa 109,Producto 1924,6
Empresa 24,Producto 1925,24
Empresa 37,Producto 1926,16
Empresa 45,Producto 1927,38
Empresa 42,Producto 1928,42
Empresa 101,Producto 1929,37
Empresa 70,Producto 1930,17
Empresa 184,Producto 1931,27
Empresa 159,Producto 1932,50
Empresa 194,Producto 1933,9
Empresa 94,Producto 1934,46
Empresa 99,Producto 1935,17
Empresa 99,Producto 1936,37
Empresa 67,Producto 1937,45
Empresa 78,Producto 1938,47
Empresa 28,Producto 1939,33
Empresa 87,Producto 1940,44
Empresa 34,Producto 1941,35
Empresa 179,Producto 1942,42
Empresa 166,Producto 1943,49
Empresa 194,Producto 1944,21
Empresa 115,Producto 1945,11
Empresa 39,Producto 1946,43
Empresa 45,Producto 1947,15
Empresa 41,Producto 1948,7
Empresa 9,Producto 1949,35
Empresa 128,Producto 1950,12
Empresa 159,Producto 1951,35
Empresa 187,Producto 1952,43
Empresa 24,Producto 1953,8
Empresa 122,Producto 1954,49
Empresa 83,Producto 1955,35
Empresa 179,Producto 1956,3
Empresa 92,Producto 1957,13
Empresa 154,Producto 1958,46
Empresa 156,Producto 1959,26
Empresa 24,Producto 1960,47
Empresa 156,Producto 1961,44
Empresa 153,Producto 1962,31
Empresa 72,Producto 1963,40
Empresa 106,Producto 1964,29
Empresa 4,Producto 1965,19
Empresa 166,Producto 1966,12
Empresa 57,Producto 1967,8
Empresa 118,Producto 1968,21
Empresa 94,Producto 1969,33
Empresa 151,Producto 1970,14
Empresa 30,Producto 1971,16
Empresa 86,Producto 1972,43
Empresa 100,Producto 1973,12
Empresa 47,Producto 1974,15
Empresa 10,Producto 1975,29
Empresa 57,Producto 1976,31
Empresa 18,Producto 1977,42
Empresa 80,Producto 1978,20
Empresa 77,Producto 1979,49
Empresa 58,Producto 1980,26
Empresa 73,Producto 1981,47
Empresa 141,Producto 1982,29
Empresa 82,Producto 1983,22
Empresa 109,Producto 1984,28
Empresa 18,Producto 1985,23
Empresa 3,Producto 1986,19
Empresa 153,Producto 1987,16
Empresa 181,Producto 1988,18
Empresa 124,Producto 1989,49
Empresa 104,Producto 1990,45
Empresa 176,Producto 1991,23
Empresa 63,Producto 1992,25
Empresa 130,Producto 1993,11
Empresa 35,Producto 1994,19
Empresa 151,Producto 1995,26
Empresa 151,Producto 1996,25
Empresa 178,Producto 1997,3
Empresa 104,Producto 1998,37
Empresa 146,Producto 1999,8
Empresa 193,Producto 2000,32
Empresa 67,Producto 2001,49
Empresa 4,Producto 2002,45
Empresa 9,Producto 2003,23
Empresa 31,Producto 2004,45
Empresa 189,Producto 2005,14
Empresa 159,Producto 2006,45
Empresa 166,Producto 2007,37
Empresa 194,Producto 2008,48
Empresa 15,Producto 2009,11
Empresa 128,Producto 2010,4
Empresa 100,Producto 2011,33
Empresa 157,Producto 2012,41
Empresa 118,Producto 2013,44
Empresa 167,Producto 2014,30
Empresa 178,Producto 2015,18
Empresa 83,Producto 2016,44
Empresa 52,Producto 2017,47
Empresa 118,Producto 2018,26
Empresa 1,Producto 2019,46
Empresa 87,Producto 2020,17
Empresa 146,Producto 2021,24
Empresa 80,Producto 2022,34
Empresa 3,Producto 2023,19
Empresa 156,Producto 2024,10
Empresa 77,Producto 2025,7
Empresa 75,Producto 2026,23
Empresa 0,Producto 2027,46
Empresa 80,Producto 2028,2
Empresa 100,Producto 2029,5
Empresa 99,Producto 2030,14
Empresa 102,Producto 2031,34
Empresa 63,Producto 2032,10
Empresa 122,Producto 2033,38
Empresa 6,Producto 2034,21
Empresa 0,Producto 2035,11
Empresa 194,Producto 2036,15
Empresa 100,Producto 2037,8
Empresa 1,Producto 2038,50
Empresa 181,Producto 2039,20
Empresa 75,Producto 2040,22
Empresa 41,Producto 2041,36
Empresa 90,Producto 2042,1
Empresa 3,Producto 2043,14
Empresa 31,Producto 2044,16
Empresa 87,Producto 2045,12
Empresa 99,Producto 2046,5
Empresa 0,Producto 2047,32
Empresa 50,Producto 2048,6
Empresa 86,Producto 2049,4
Empresa 159,Producto 2050,33
Empresa 26,Producto 2051,46
Empresa 124,Producto 2052,16
Empresa 175,Producto 2053,47
Empresa 29,Producto 2054,6
Empresa 2,Producto 2055,14
Empresa 39,Producto 2056,27
Empresa 7,Producto 2057,50
Empresa 70,Producto 2058,23
Empresa 163,Producto 2059,2
Empresa 24,Producto 2060,43
Empresa 184,Producto 2061,2
Empresa 100,Producto 2062,14
Empresa 158,Producto 2063,23
Empresa 83,Producto 2064,15
Empresa 18,Producto 2065,17
Empresa 141,Producto 2066,27
Empresa 15,Producto 2067,37
Empresa 9,Producto 2068,13
Empresa 34,Producto 2069,8
Empresa 62,Producto 2070,6
Empresa 86,Producto 2071,16
Empresa 106,Producto 2072,40
Empresa 75,Producto 2073,38
Empresa 178,Producto 2074,10
Empresa 66,Producto 2075,20
Empresa 6,Producto 2076,9
Empresa 113,Producto 2077,38
Empresa 195,Producto 2078,32
Empresa 187,Producto 2079,21
Empresa 33,Producto 2080,17
Empresa 94,Producto 2081,41
Empresa 66,Producto 2082,19
Empresa 101,Producto 2083,28
Empresa 1,Producto 2084,5
Empresa 101,Producto 2085,16
Empresa 109,Producto 2086,19
Empresa 132,Producto 2087,17
Empresa 153,Producto 2088,48
Empresa 24,Producto 2089,18
Empresa 49,Producto 2090,11
Empresa 100,Producto 2091,44
Empresa 6,Producto 2092,47
Empresa 158,Producto 2093,49
Empresa 57,Producto 2094,13
Empresa 54,Producto 2095,20
Empresa 10,Producto 2096,43
Empresa 179,Producto 2097,5
Empresa 62,Producto 2098,46
Empresa 83,Producto 2099,18
Empresa 169,Producto 2100,25
Empresa 57,Producto 2101,49
Empresa 193,Producto 2102,24
Empresa 60,Producto 2103,3
Empresa 100,Producto 2104,24
Empresa 150,Producto 2105,34
Empresa 159,Producto 2106,16
Empresa 156,Producto 2107,37
Empresa 67,Producto 2108,42
Empresa 121,Producto 2109,9
Empresa 37,Producto 2110,39
Empresa 60,Producto 2111,16
Empresa 106,Producto 2112,50
Empresa 70,Producto 2113,47
Empresa 115,Producto 2114,22
Empresa 30,Producto 2115,38
Empresa 50,Producto 2116,19
Empresa 60,Producto 2117,26
Empresa 31,Producto 2118,14
Empresa 122,Producto 2119,38
Empresa 83,Producto 2120,34
Empresa 159,Producto 2121,43
Empresa 159,Producto 2122,45
Empresa 82,Producto 2123,2
Empresa 157,Producto 2124,35
Empresa 143,Producto 2125,35
Empresa 18,Producto 2126,35
Empresa 138,Producto 2127,18
Empresa 172,Producto 2128,42
Empresa 162,Producto 2129,6
Empresa 113,Producto 2130,40
Empresa 72,Producto 2131,4
Empresa 3,Producto 2132,8
Empresa 23,Producto 2133,48
Empresa 150,Producto 2134,6
Empresa 94,Producto 2135,4
Empresa 184,Producto 2136,9
Empresa 0,Producto 2137,49
Empresa 4,Producto 2138,10
Empresa 80,Producto 2139,35
Empresa 29,Producto 2140,43
Empresa 153,Producto 2141,4
Empresa 31,Producto 2142,40
Empresa 33,Producto 2143,5
Empresa 167,Producto 2144,37
Empresa 141,Producto 2145,32
Empresa 2,Producto 2146,26
Empresa 70,Producto 2147,23
Empresa 50,Producto 2148,14
Empresa 31,Producto 2149,37
Empresa 7,Producto 2150,22
Empresa 141,Producto 2151,11
Empresa 83,Producto 2152,48
Empresa 42,Producto 2153,20
Empresa 4,Producto 2154,27
Empresa 86,Producto 2155,25
Empresa 187,Producto 2156,43
Empresa 42,Producto 2157,44
Empresa 72,Producto 2158,6
Empresa 142,Producto 2159,29
Empresa 109,Producto 2160,21
Empresa 176,Producto 2161,27
Empresa 187,Producto 2162,30
Empresa 100,Producto 2163,35
Empresa 146,Producto 2164,40
Empresa 181,Producto 2165,25
Empresa 73,Producto 2166,29
Empresa 30,Producto 2167,50
Empresa 156,Producto 2168,50
Empresa 101,Producto 2169,4
Empresa 83,Producto 2170,23
Empresa 165,Producto 2171,33
Empresa 141,Producto 2172,50
Empresa 3,Producto 2173,12
Empresa 58,Producto 2174,1
Empresa 60,Producto 2175,43
Empresa 7,Producto 2176,19
Empresa 193,Producto 2177,41
Empresa 163,Producto 2178,43
Empresa 198,Producto 2179,16
Empresa 78,Producto 2180,13
Empresa 92,Producto 2181,20
Empresa 192,Producto 2182,13
Empresa 157,Producto 2183,6
Empresa 118,Producto 2184,34
Empresa 0,Producto 2185,25
Empresa 121,Producto 2186,9
Empresa 83,Producto 2187,10
Empresa 166,Producto 2188,28
Empresa 4,Producto 2189,9
Empresa 166,Producto 2190,28
Empresa 86,Producto 2191,2
Empresa 156,Producto 2192,33
Empresa 115,Producto 2193,14
Empresa 4,Producto 2194,28
Empresa 138,Producto 2195,48
Empresa 80,Producto 2196,23
Empresa 52,Producto 2197,42
Empresa 130,Producto 2198,11
Empresa 30,Producto 2199,29
Empresa 159,Producto 2200,32
Empresa 179,Producto 2201,27
Empresa 1,Producto 2202,29
Empresa 143,Producto 2203,49
Empresa 153,Producto 2204,39
Empresa 68,Producto 2205,9
Empresa 58,Producto 2206,33
Empresa 77,Producto 2207,23
Empresa 63,Producto 2208,8
Empresa 93,Producto 2209,32
Empresa 45,Producto 2210,22
Empresa 169,Producto 2211,50
Empresa 128,Producto 2212,47
Empresa 62,Producto 2213,33
Empresa 34,Producto 2214,16
Empresa 178,Producto 2215,27
Empresa 126,Producto 2216,27
Empresa 189,Producto 2217,10
Empresa 9,Producto 2218,27
Empresa 78,Producto 2219,23
Empresa 50,Producto 2220,37
Empresa 100,Producto 2221,32
Empresa 141,Producto 2222,13
Empresa 92,Producto 2223,15
Empresa 146,Producto 2224,18
Empresa 37,Producto 2225,17
Empresa 151,Producto 2226,37
Empresa 7,Producto 2227,10
Empresa 143,Producto 2228,16
Empresa 92,Producto 2229,49
Empresa 159,Producto 2230,20
Empresa 158,Producto 2231,19
Empresa 23,Producto 2232,47
Empresa 7,Producto 2233,8
Empresa 6,Producto 2234,50
Empresa 54,Producto 2235,41
Empresa 29,Producto 2236,17
Empresa 150,Producto 2237,26
Empresa 115,Producto 2238,20
Empresa 73,Producto 2239,6
Empresa 63,Producto 2240,16
Empresa 87,Producto 2241,42
Empresa 86,Producto 2242,28
Empresa 85,Producto 2243,18
Empresa 99,Producto 2244,24
Empresa 128,Producto 2245,15
Empresa 156,Producto 2246,31
Empresa 142,Producto 2247,16
Empresa 28,Producto 2248,26
Empresa 92,Producto 2249,34
Empresa 52,Producto 2250,32
Empresa 150,Producto 2251,41
Empresa 31,Producto 2252,4
Empresa 35,Producto 2253,48
Empresa 198,Producto 2254,38
Empresa 114,Producto 2255,27
Empresa 26,Producto 2256,50
Empresa 10,Producto 2257,5
Empresa 99,Producto 2258,8
Empresa 138,Producto 2259,18
Empresa 37,Producto 2260,38
Empresa 114,Producto 2261,20
Empresa 169,Producto 2262,50
Empresa 153,Producto 2263,12
Empresa 164,Producto 2264,9
Empresa 23,Producto 2265,22
Empresa 39,Producto 2266,26
Empresa 93,Producto 2267,22
Empresa 57,Producto 2268,30
Empresa 176,Producto 2269,10
Empresa 175,Producto 2270,5
Empresa 68,Producto 2271,23
Empresa 193,Producto 2272,33
Empresa 60,Producto 2273,10
Empresa 80,Producto 2274,35
Empresa 176,Producto 2275,18
Empresa 70,Producto 2276,23
Empresa 158,Producto 2277,3
Empresa 41,Producto 2278,26
Empresa 85,Producto 2279,18
Empresa 50,Producto 2280,22
Empresa 154,Producto 2281,45
Empresa 60,Producto 2282,27
Empresa 49,Producto 2283,13
Empresa 33,Producto 2284,43
Empresa 151,Producto 2285,6
Empresa 68,Producto 2286,23
Empresa 169,Producto 2287,7
Empresa 165,Producto 2288,17
Empresa 163,Producto 2289,39
Empresa 198,Producto 2290,15
Empresa 195,Producto 2291,8
Empresa 195,Producto 2292,31
Empresa 58,Producto 2293,3
Empresa 192,Producto 2294,29
Empresa 49,Producto 2295,15
Empresa 154,Producto 2296,46
Empresa 50,Producto 2297,1
Empresa 57,Producto 2298,20
Empresa 104,Producto 2299,48
Empresa 195,Producto 2300,3
Empresa 49,Producto 2301,39
Empresa 60,Producto 2302,17
Empresa 14,Producto 2303,20
Empresa 176,Producto 2304,6
Empresa 58,Producto 2305,22
Empresa 75,Producto 2306,10
Empresa 154,Producto 2307,12
Empresa 167,Producto 2308,24
Empresa 154,Producto 2309,34
Empresa 132,Producto 2310,33
Empresa 99,Producto 2311,36
Empresa 30,Producto 2312,15
Empresa 115,Producto 2313,21
Empresa 57,Producto 2314,40
Empresa 121,Producto 2315,7
Empresa 26,Producto 2316,48
Empresa 99,Producto 2317,32
Empresa 33,Producto 2318,27
Empresa 130,Producto 2319,43
Empresa 57,Producto 2320,7
Empresa 73,Producto 2321,26
Empresa 124,Producto 2322,23
Empresa 50,Producto 2323,7
Empresa 9,Producto 2324,26
Empresa 126,Producto 2325,22
Empresa 176,Producto 2326,9
Empresa 45,Producto 2327,48
Empresa 124,Producto 2328,43
Empresa 109,Producto 2329,36
Empresa 35,Producto 2330,38
Empresa 109,Producto 2331,19
Empresa 165,Producto 2332,22
Empresa 80,Producto 2333,33
Empresa 29,Producto 2334,24
Empresa 164,Producto 2335,10
Empresa 45,Producto 2336,26
Empresa 33,Producto 2337,42
Empresa 153,Producto 2338,31
Empresa 138,Producto 2339,31
Empresa 14,Producto 2340,32
Empresa 101,Producto 2341,45
Empresa 15,Producto 2342,11
Empresa 132,Producto 2343,29
Empresa 28,Producto 2344,49
Empresa 78,Producto 2345,27
Empresa 15,Producto 2346,7
Empresa 98,Producto 2347,20
Empresa 24,Producto 2348,50
Empresa 31,Producto 2349,24
Empresa 138,Producto 2350,5
Empresa 117,Producto 2351,30
Empresa 118,Producto 2352,17
Empresa 172,Producto 2353,19
Empresa 164,Producto 2354,41
Empresa 106,Producto 2355,29
Empresa 130,Producto 2356,42
Empresa 164,Producto 2357,31
Empresa 63,Producto 2358,19
Empresa 150,Producto 2359,32
Empresa 113,Producto 2360,9
Empresa 121,Producto 2361,2
Empresa 187,Producto 2362,21
Empresa 7,Producto 2363,25
Empresa 114,Producto 2364,24
Empresa 146,Producto 2365,1
Empresa 157,Producto 2366,24
Empresa 167,Producto 2367,34
Empresa 66,Producto 2368,37
Empresa 70,Producto 2369,40
Empresa 77,Producto 2370,38
Empresa 100,Producto 2371,49
Empresa 18,Producto 2372,48
Empresa 39,Producto 2373,44
Empresa 30,Producto 2374,10
Empresa 68,Producto 2375,31
Empresa 100,Producto 2376,1
Empresa 37,Producto 2377,6
Empresa 4,Producto 2378,10
Empresa 120,Producto 2379,8
Empresa 99,Producto 2380,49
Empresa 104,Producto 2381,36
Empresa 154,Producto 2382,45
Empresa 41,Producto 2383,11
Empresa 121,Producto 2384,37
Empresa 87,Producto 2385,48
Empresa 94,Producto 2386,1
Empresa 169,Producto 2387,25
Empresa 120,Producto 2388,47
Empresa 121,Producto 2389,4
Empresa 192,Producto 2390,35
Empresa 50,Producto 2391,6
Empresa 50,Producto 2392,37
Empresa 113,Producto 2393,48
Empresa 30,Producto 2394,18
Empresa 128,Producto 2395,46
Empresa 10,Producto 2396,20
Empresa 60,Producto 2397,22
Empresa 54,Producto 2398,50
Empresa 198,Producto 2399,40
Empresa 30,Producto 2400,49
Empresa 100,Producto 2401,44
Empresa 192,Producto 2402,39
Empresa 26,Producto 2403,46
Empresa 100,Producto 2404,26
Empresa 142,Producto 2405,29
Empresa 126,Producto 2406,3
Empresa 122,Producto 2407,48
Empresa 83,Producto 2408,33
Empresa 113,Producto 2409,37
Empresa 41,Producto 2410,11
Empresa 67,Producto 2411,18
Empresa 126,Producto 2412,29
Empresa 54,Producto 2413,9
Empresa 102,Producto 2414,19
Empresa 184,Producto 2415,2
Empresa 75,Producto 2416,12
Empresa 2,Producto 2417,25
Empresa 146,Producto 2418,33
Empresa 0,Producto 2419,1
Empresa 114,Producto 2420,7
Empresa 28,Producto 2421,7
Empresa 194,Producto 2422,18
Empresa 195,Producto 2423,29
Empresa 66,Producto 2424,10
Empresa 85,Producto 2425,43
Empresa 179,Producto 2426,15
Empresa 181,Producto 2427,12
Empresa 128,Producto 2428,26
Empresa 45,Producto 2429,43
Empresa 72,Producto 2430,1
Empresa 115,Producto 2431,47
Empresa 150,Producto 2432,35
Empresa 104,Producto 2433,17
Empresa 15,Producto 2434,27
Empresa 132,Producto 2435,41
Empresa 35,Producto 2436,2
Empresa 31,Producto 2437,27
Empresa 83,Producto 2438,23
Empresa 178,Producto 2439,10
Empresa 7,Producto 2440,15
Empresa 77,Producto 2441,14
Empresa 162,Producto 2442,36
Empresa 62,Producto 2443,18
Empresa 34,Producto 2444,43
Empresa 75,Producto 2445,40
Empresa 82,Producto 2446,36
Empresa 1,Producto 2447,22
Empresa 106,Producto 2448,42
Empresa 100,Producto 2449,11
Empresa 130,Producto 2450,19
Empresa 109,Producto 2451,24
Empresa 165,Producto 2452,43
Empresa 85,Producto 2453,14
Empresa 58,Producto 2454,14
Empresa 39,Producto 2455,1
Empresa 132,Producto 2456,48
Empresa 78,Producto 2457,29
Empresa 146,Producto 2458,4
Empresa 179,Producto 2459,22
Empresa 176,Producto 2460,38
Empresa 162,Producto 2461,21
Empresa 24,Producto 2462,4
Empresa 194,Producto 2463,41
Empresa 67,Producto 2464,25
Empresa 77,Producto 2465,11
Empresa 151,Producto 2466,18
Empresa 179,Producto 2467,14
Empresa 154,Producto 2468,48
Empresa 33,Producto 2469,38
Empresa 70,Producto 2470,37
Empresa 94,Producto 2471,38
Empresa 169,Producto 2472,37
Empresa 49,Producto 2473,44
Empresa 154,Producto 2474,11
Empresa 163,Producto 2475,5
Empresa 162,Producto 2476,43
Empresa 6,Producto 2477,44
Empresa 194,Producto 2478,47
Empresa 106,Producto 2479,35
Empresa 29,Producto 2480,27
Empresa 166,Producto 2481,41
Empresa 143,Producto 2482,38
Empresa 85,Producto 2483,42
Empresa 6,Producto 2484,37
Empresa 30,Producto 2485,13
Empresa 7,Producto 2486,34
Empresa 101,Producto 2487,8
Empresa 41,Producto 2488,7
Empresa 172,Producto 2489,12
Empresa 49,Producto 2490,40
Empresa 2,Producto 2491,2
Empresa 26,Producto 2492,44
Empresa 158,Producto 2493,30
Empresa 9,Producto 2494,3
Empresa 130,Producto 2495,2
Empresa 154,Producto 2496,8
Empresa 66,Producto 2497,24
Empresa 93,Producto 2498,24
Empresa 30,Producto 2499,18
